frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,no_violation_count,avg_severity,behavior_ratio,will_reoffend_same_violation,next_repeated_violation
13,2,1,0,25,1,9,0.2,1.3,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
14,3,7,0,15,0,3,0.867,3.5,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
13,1,7,1,21,0,2,0.429,4.333,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
19,5,0,0,25,0,6,0.4,2.714,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
14,4,7,2,28,1,9,0.536,1.4,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
1,1,8,2,5,0,5,2.0,0.167,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
5,1,3,0,14,1,6,0.357,0.714,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
8,2,2,0,27,1,6,0.222,1.143,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
13,4,8,1,15,0,11,1.067,1.083,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
19,0,8,1,17,0,0,0.471,19.0,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
10,1,1,1,9,0,5,0.333,1.667,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
11,0,6,1,11,1,15,0.545,0.688,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
4,2,2,0,17,0,3,0.353,1.0,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
19,0,7,2,11,1,10,0.636,1.727,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
1,1,3,1,3,0,2,1.667,0.333,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
7,3,3,1,16,1,15,0.562,0.438,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
9,3,0,2,18,0,2,0.333,3.0,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
16,1,5,0,30,1,1,0.233,8.0,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
8,0,8,2,14,0,3,0.571,2.0,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
1,1,0,0,20,1,0,0.1,1.0,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
14,4,8,2,8,1,3,2.0,3.5,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
11,1,0,0,24,1,12,0.083,0.846,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
1,0,8,0,23,0,9,0.348,0.1,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
17,3,0,1,19,0,11,0.316,1.417,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
4,5,7,0,21,0,2,0.81,1.333,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
4,2,5,2,26,1,8,0.346,0.444,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
16,3,5,1,29,1,11,0.379,1.333,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
3,1,5,1,9,1,7,0.778,0.375,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
19,1,3,0,3,1,4,1.667,3.8,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
10,4,3,0,26,0,15,0.423,0.625,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
1,1,7,0,3,1,3,3.0,0.25,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
1,1,5,1,19,0,4,0.368,0.2,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
5,1,8,2,20,0,5,0.5,0.833,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
1,4,4,0,21,1,13,0.571,0.071,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
5,1,3,1,3,1,1,1.667,2.5,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
6,1,7,1,3,1,1,3.0,3.0,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
15,2,4,1,28,0,10,0.286,1.364,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
13,1,4,0,25,0,0,0.24,13.0,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
17,1,6,2,3,0,4,2.667,3.4,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
1,5,7,1,7,0,13,2.429,0.071,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
20,0,7,1,20,1,15,0.35,1.25,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
14,2,5,1,23,0,6,0.391,2.0,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
1,2,6,1,4,1,8,2.5,0.111,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
2,2,6,1,22,1,6,0.455,0.286,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
13,1,0,1,30,0,12,0.067,1.0,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
18,2,4,1,24,0,5,0.333,3.0,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
11,5,0,0,12,0,13,0.833,0.786,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
5,2,1,1,4,1,11,1.25,0.417,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
11,1,6,1,23,1,6,0.348,1.571,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
9,4,5,2,12,0,15,1.083,0.562,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
20,1,5,2,4,0,5,1.75,3.333,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
16,5,4,1,4,0,0,3.5,16.0,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
13,2,2,0,6,0,11,1.0,1.083,1,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
7,2,2,2,22,1,14,0.273,0.467,0,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
3,0,1,0,15,0,15,0.067,0.188,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,4,4,0,12,0,0,1.0,3.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,4,2,1,10,0,7,1.0,1.625,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,4,7,1,4,1,3,3.75,4.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,3,6,2,21,1,3,0.571,4.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,3,0,1,23,0,12,0.261,0.923,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,3,1,0,3,1,10,2.333,1.455,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,5,3,1,26,0,1,0.5,8.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,1,1,2,14,1,3,0.214,3.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,1,6,2,23,1,11,0.348,0.083,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,2,3,1,20,1,0,0.35,19.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,1,1,0,24,0,15,0.125,0.75,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,4,1,0,13,0,8,0.692,0.667,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,4,5,2,26,0,10,0.5,1.727,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,5,8,2,19,1,10,0.947,1.455,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,1,3,1,30,1,6,0.167,0.286,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,4,1,1,22,1,11,0.409,0.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,2,1,2,12,1,1,0.417,5.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,3,3,0,24,0,4,0.375,1.8,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,1,4,2,25,0,4,0.24,1.8,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,5,6,0,27,1,2,0.593,0.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,3,7,0,12,0,9,1.083,0.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,1,8,0,25,1,0,0.4,2.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,2,2,2,26,0,6,0.231,0.286,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,4,2,1,24,0,8,0.417,1.556,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,5,6,2,28,0,8,0.571,2.222,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,5,6,2,9,0,14,1.778,0.467,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,1,2,0,30,1,10,0.133,0.091,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,3,1,1,25,0,13,0.28,0.571,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,3,2,0,25,0,13,0.32,0.929,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,5,5,1,7,1,10,2.143,1.636,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,1,1,1,11,1,14,0.273,0.867,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,5,5,1,22,1,14,0.682,0.867,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,2,2,1,10,1,11,0.6,1.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,3,5,2,14,1,3,0.786,5.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,0,7,2,11,0,10,0.636,0.545,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,2,2,1,18,0,7,0.333,0.25,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,4,6,0,9,0,6,1.556,2.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,0,4,1,5,1,9,0.8,0.1,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,5,5,2,20,1,13,0.75,1.357,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,4,8,0,11,1,14,1.455,1.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,5,6,2,17,0,13,0.941,0.429,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,0,3,1,19,0,11,0.158,1.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,1,5,2,24,1,14,0.292,0.133,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,4,0,2,6,0,8,1.333,0.444,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,2,7,2,30,0,3,0.367,2.25,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,2,7,2,4,1,7,2.75,0.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,0,7,0,19,1,2,0.368,2.333,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,4,3,0,7,0,4,1.571,2.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,4,5,2,9,0,7,1.444,1.375,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,2,7,1,29,1,8,0.379,0.778,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,2,8,2,25,1,4,0.48,1.8,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,2,6,1,10,0,14,1.0,0.267,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,0,2,1,14,1,6,0.143,2.857,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,3,2,1,27,1,14,0.296,0.467,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,5,7,2,22,1,9,0.773,1.8,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,3,1,1,23,0,0,0.304,12.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,0,1,2,8,0,15,0.125,0.188,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,1,3,1,22,0,8,0.227,0.444,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,5,3,0,5,1,9,2.6,1.9,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,3,7,2,13,0,5,1.0,3.167,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,1,4,0,20,0,7,0.3,1.625,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,3,2,1,3,1,3,2.667,3.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,3,8,2,9,1,9,1.556,0.3,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,5,6,0,15,1,9,1.067,1.7,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,2,8,0,27,1,0,0.444,10.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,1,8,0,30,1,14,0.333,1.2,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,3,1,2,9,0,6,0.778,0.286,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,5,2,2,30,1,0,0.4,11.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,4,3,1,14,0,11,0.786,0.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,1,0,1,29,1,11,0.069,1.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,0,8,2,12,1,4,0.667,0.4,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,2,4,0,25,0,8,0.32,0.111,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,4,3,1,25,1,9,0.44,1.8,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,5,8,0,30,1,9,0.6,0.7,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,0,0,2,3,0,6,0.0,2.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,4,2,1,15,1,5,0.667,2.333,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,2,0,0,27,1,2,0.148,4.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,1,3,0,13,1,7,0.385,0.125,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,4,1,2,16,0,11,0.562,1.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,5,3,1,20,1,6,0.65,0.429,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,0,2,2,13,0,1,0.154,7.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,1,5,2,27,1,9,0.259,1.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,2,7,2,13,0,4,0.846,1.8,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,5,8,1,26,1,2,0.692,5.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,4,6,0,5,0,5,2.8,0.167,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,4,8,1,12,1,15,1.333,0.938,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,0,1,2,5,0,3,0.2,2.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,5,0,1,9,1,5,1.111,1.333,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,2,4,1,25,0,0,0.32,4.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,2,3,0,3,0,7,2.333,0.625,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,0,4,1,17,1,2,0.235,2.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,3,1,1,6,1,10,1.167,1.818,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,1,5,1,15,1,9,0.467,0.4,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,0,8,1,28,0,8,0.286,0.333,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,1,0,0,17,1,10,0.118,1.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,5,8,2,28,1,1,0.643,7.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,4,6,1,20,1,0,0.7,9.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,3,7,1,19,0,9,0.684,0.2,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,4,1,2,8,0,9,1.125,1.4,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,2,8,2,10,0,11,1.2,0.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,1,3,1,25,0,5,0.2,3.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,2,6,1,17,1,5,0.588,0.833,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,0,5,0,30,0,5,0.167,2.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,4,6,1,8,0,1,1.75,1.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,3,2,1,21,0,9,0.381,0.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,3,5,2,28,0,5,0.393,0.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,0,6,1,23,1,13,0.261,0.857,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,2,1,1,12,1,15,0.417,1.125,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,0,7,0,11,0,13,0.636,1.429,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,0,2,0,17,1,15,0.118,1.125,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,5,4,0,24,0,14,0.583,0.467,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,2,8,2,16,1,5,0.75,0.167,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,1,7,0,7,0,11,1.286,0.417,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,4,0,1,24,0,11,0.333,1.417,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,2,1,2,15,1,3,0.333,1.75,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,0,6,0,16,1,10,0.375,0.091,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,3,4,1,15,0,0,0.667,10.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,4,8,1,24,0,7,0.667,1.875,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,3,0,0,20,1,0,0.3,20.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,2,5,1,5,0,1,1.8,2.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,5,4,1,26,0,2,0.538,3.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,2,7,1,23,0,15,0.478,0.562,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,3,2,0,7,0,10,1.143,0.364,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,4,5,1,14,0,13,0.929,0.071,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,1,1,0,7,0,0,0.429,6.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,2,2,2,19,0,15,0.316,0.375,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,5,7,0,11,1,11,1.545,1.25,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,0,1,0,13,0,5,0.077,2.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,2,6,2,25,0,5,0.4,1.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,0,4,2,28,0,9,0.143,1.4,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,0,4,2,10,0,6,0.4,1.857,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,1,0,1,23,1,6,0.087,1.143,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,3,2,2,18,1,10,0.444,1.727,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,0,1,2,3,0,2,0.333,0.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,5,1,1,21,0,11,0.524,1.417,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,3,4,0,8,1,6,1.25,2.571,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,2,0,2,23,0,6,0.174,1.857,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,1,0,2,15,1,13,0.133,0.429,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,5,1,2,18,0,1,0.611,8.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,2,4,1,8,1,3,1.0,1.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,1,8,0,5,1,3,2.0,5.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,4,5,2,29,0,4,0.448,2.2,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,3,6,2,23,1,14,0.522,1.267,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,4,3,1,24,0,1,0.458,4.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,4,2,0,6,0,14,1.667,0.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,5,4,0,3,1,13,4.667,0.071,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,5,5,0,16,0,5,0.938,2.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,1,0,2,12,1,10,0.167,1.455,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,1,3,0,14,0,1,0.357,1.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,0,5,0,9,1,8,0.556,1.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,5,8,2,29,1,8,0.621,0.222,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,5,3,1,21,1,4,0.619,0.8,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,3,7,1,27,1,14,0.481,0.067,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,2,4,0,23,0,11,0.348,0.25,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,3,3,2,7,0,4,1.286,1.6,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
