student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio,next_repeated_violation
S06079,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",0,0,1,0,1,1,0.051,1,0,0.5,Using Another Person's Identity
S06080,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",5,0,0,0,6,0,0.145,1,0,0.083,Wearing Of Indecent Attire
S06081,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",3,1,2,0,4,1,0.349,0,2,0.375,Wearing Of Improper And Other Colored Pe Uniforms
S06082,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,0,0,0,2,4,0,0.03,0,7,1.6,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S06083,Indecency in media,2,0,2,1,5,0,0.171,0,3,0.5,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S06084,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",6,1,0,0,7,0,0.158,0,0,0.071,Engaging In Premarital Sex
S06085,"Cheating in examinations, projects, case reports and research papers of others",4,1,1,0,4,1,0.358,1,0,0.111,Wearing Of Accessories Not Part Of The Daily Uniform
S06086,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,1,1,1,7,0,0.362,1,4,0.417,Not Following Prescribed Hair Cut
S06087,Colored nail polish,3,1,0,1,5,0,0.171,0,0,0.111,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S06088,Engaging in any form of gambling,6,0,1,1,9,1,0.187,1,0,0.062,Engaging In Premarital Sex
S06089,Real acts of threat (major/minor) that constitute incompatibility,2,0,1,1,3,1,0.333,1,3,0.667,Viewing Pornographic Sites
S06090,Gaining access to the school computer or computer network,3,2,0,1,6,1,0.344,1,0,0.1,Use Of Foul Language
S06091,"Engaging outside marriage, obscene and immoral conduct in and off campus",2,0,0,0,2,1,0.347,1,3,0.8,Unauthorized Enrichment Or Attempted Stealing
S06092,Cybersecurity breach (plagiarism),3,2,0,2,5,1,0.592,0,3,0.444,Cheating In Examinations Or Research Papers
S06093,Circulating destructive language and statement that is against the school through any platform,2,2,1,0,2,1,0.255,0,0,0.2,Unauthorized Use Of Information
S06094,"Vandalism, destruction of school properties",6,4,0,0,7,1,0.45,1,2,0.214,Indecency In Media
S06095,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,1,3,1,0,1,1,0.41,0,8,3.0,Real Acts Of Threat
S06096,Verbal or physical altercation between students or group of students,5,3,1,0,5,1,0.386,1,0,0.091,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S06097,Membership in sororities and fraternities,0,4,1,2,2,1,0.534,1,2,1.0,Participating In Immoral Conduct
S06098,Jumping over the fence,4,3,1,0,5,1,0.321,1,2,0.3,Disrespect To Faculty Or Authority
S06099,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,2,4,1,2,6,1,0.491,1,4,0.556,Gaining Unauthorized Access To School Computer Or Network
S06100,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),3,0,1,0,4,0,0.185,1,0,0.125,Falsification Of Official Documents
S06101,"Introduction of improper, foul or indecent language or gesture",3,2,0,1,6,1,0.482,0,0,0.1,"Lending, Borrowing, Using Another Person’s Id/ssp"
S06102,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,4,0,0,0,4,0,0.218,0,0,0.111,Falsification Of Official Documents
S06103,"Wearing of scarves, patches, caps",8,0,4,1,9,0,0.323,1,1,0.111,Bullying Faculty Members/personnel
S06104,"A student caught lending, borrowing, using another person’s ID/SSP",0,1,2,0,2,0,0.187,0,2,1.0,Willful Damage Of Property
S06105,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,1,0,0,6,0,0.087,1,3,0.364,Preventing Normal Operation Of Computers
S06106,Lending/borrowing school ID as pass/for gate access,4,2,1,1,6,1,0.412,1,3,0.364,Introducing False Information Or Offensive Messages
S06107,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,8,0,1,0,9,0,0.505,1,0,0.056,Bringing Outsiders To School For Improper Purpose
S06108,"Littering the campus (candy wrappers, bottles, plastic materials)",5,1,0,0,6,0,0.134,1,2,0.25,Using Another Person's Identity
S06109,"Possession or use of deadly weapons, explosives, prohibited drugs",4,2,1,0,4,1,0.443,0,0,0.111,Stealing Property Of School Or Students
S06110,Engaging in premarital sex,0,0,1,1,3,1,0.239,0,3,1.0,"Wearing Of Scarves, Patches, Caps"
S06111,"Purchase, sale or distribution of alcoholic beverages or cigarettes",0,3,0,0,1,1,0.376,1,1,1.0,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises"
S06112,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",0,0,2,0,2,1,0.133,0,4,1.667,Financing Or Promoting Prohibited Drugs
S06113,Colored dyed color/hair/beard,3,1,2,1,5,0,0.175,0,4,0.556,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S06114,Providing/financing parties for prohibited drugs,4,0,0,0,4,1,0.275,1,0,0.111,Vandalism
S06115,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",5,1,1,0,6,1,0.407,0,0,0.083,Wearing Of Heavy Make-up Or Cosmetics
S06116,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",5,0,0,1,8,1,0.315,1,2,0.214,Membership In Sororities And Fraternities
S06117,Organizing of groups for purpose of destroying school properties,3,3,2,1,4,1,0.348,1,5,0.75,Willful Damage Of Property
S06118,Lack of respect to faculty/authority,3,1,1,0,4,1,0.353,1,5,0.75,Shoplifting
S06119,"Falsification of official documents, test papers, clearances and confidential",4,1,2,1,7,1,0.553,1,0,0.083,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S06120,Promoting or participating in immoral/indecent conduct on or off campus,3,2,0,0,3,1,0.457,1,0,0.143,Preventing Normal Operation Of Computers
S06121,Wearing of improper and other colored PE uniforms,3,1,2,1,4,0,0.193,0,3,0.5,Assault Fellow Students
S06122,Circulating destructive language and statement that is against the school through any platform,1,4,0,1,4,1,0.438,0,5,1.0,Organizing Destructive Groups
S06123,Assault fellow students,3,2,0,1,6,1,0.545,1,2,0.3,Forgery
S06124,"Forging signatures of school authorities, parents, guardians or students",5,0,1,1,8,1,0.322,1,0,0.071,Lack Of Respect To Faculty/authority
S06125,Bringing outsiders to school during school function/activity,1,0,0,0,1,1,0.137,1,0,0.333,Colored Dyed Color/hair/beard
S06126,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),3,1,3,0,5,0,0.322,1,0,0.111,Falsification Of Official Documents
S06127,Extortion or blackmailing or attempt,8,2,1,0,10,1,0.403,1,0,0.053,Placing Of Stickers And Other Objects On School Id
S06128,Unauthorized use of information,6,2,0,0,7,1,0.372,0,0,0.071,Unbecoming Attitude In Social Media
S06129,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",3,1,0,0,3,1,0.097,1,2,0.429,Use Of Foul Language
S06130,Posting below or circulating destructive language or signs in the internet or through multimedia,5,2,2,2,8,1,0.551,1,0,0.071,Extortion Or Blackmail
S06131,Lack of respect to faculty/authority,7,0,0,1,8,1,0.425,1,0,0.062,Wearing Of School Uniform/program Uniform Improperly
S06132,Forgery,6,0,1,0,7,1,0.307,1,0,0.071,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S06133,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),0,0,0,0,1,0,0.0,0,8,4.5,Stealing Property Of School Or Students
S06134,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",4,1,2,1,6,1,0.531,1,3,0.364,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S06135,Consistent violation of school rules and regulations,1,4,0,2,3,1,0.575,0,0,0.2,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S06136,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",4,0,0,1,6,0,0.096,1,0,0.091,Bullying Students/fellow Students - Verbally/written
S06137,Students/fellow students - Physically,3,0,1,0,3,1,0.229,0,3,0.571,Unexcused Tardiness/absence From Class
S06138,"Falsification of official documents, test papers, clearances and confidential",2,3,0,1,5,1,0.403,1,2,0.375,Insubordination To Authorities Or Faculty
S06139,Verbal or physical altercation between students or group of students,4,2,0,0,5,1,0.454,0,0,0.1,Unbecoming Attitude In Social Media
S06140,Leaving the classroom without permission during class hour and school activity,4,3,0,0,4,1,0.361,1,5,0.667,Damage Or Deletion Of Files
S06141,Indecency in media,0,0,1,0,1,0,0.298,0,0,0.5,Use Of Foul Language
S06142,Engaging in premarital sex,4,0,0,0,5,1,0.394,0,0,0.1,Unauthorized Use Of Information
S06143,"Falsification of official documents, test papers, clearances and confidential",5,2,2,0,7,1,0.567,1,4,0.385,Bullying Students/fellow Students - Verbally/written
S06144,Shoplifting,1,4,1,1,2,1,0.385,1,8,2.25,Not Following Prescribed Hair Cut
S06145,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",1,0,0,0,3,1,0.103,0,0,0.2,Colored Dyed Color/hair/beard
S06146,Students/fellow students - Physically,2,2,0,0,4,1,0.457,0,1,0.286,Recruitment In Sororities And Fraternities
S06147,Indecency in media,1,1,2,1,2,0,0.257,0,1,0.5,Membership In Sororities And Fraternities
S06148,Gambling/betting in all forms,1,1,0,2,5,1,0.307,1,3,0.571,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S06149,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",0,1,1,1,1,0,0.174,0,8,4.5,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S06150,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,5,0,2,1,7,0,0.148,1,2,0.231,Extortion Or Blackmail
S06151,"Possession or use of deadly weapons, explosives, prohibited drugs",1,2,0,1,3,1,0.355,1,3,0.8,Littering The Campus
S06152,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",2,2,2,0,3,1,0.374,1,0,0.167,"Wearing Of Scarves, Patches, Caps"
S06153,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",5,0,0,0,7,0,0.227,0,0,0.077,Damage Or Deletion Of Files
S06154,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",6,1,0,0,7,1,0.23,1,3,0.286,Organizing Destructive Groups
S06155,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,4,0,4,2,7,0,0.453,0,1,0.167,Not Attending School Function/activities
S06156,Wearing of improper and other colored PE uniforms,8,0,2,1,10,0,0.35,1,0,0.053,Real Acts Of Threat
S06157,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",5,1,1,1,8,1,0.283,1,0,0.071,Conviction For Criminal Offense
S06158,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",5,0,0,0,5,0,0.071,0,0,0.091,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises"
S06159,Public display of affection in any places inside the campus or in social media,6,0,2,0,8,0,0.396,0,0,0.067,Bringing Outsiders To School For Improper Purpose
S06160,Engaging in any form of gambling,6,3,1,0,6,1,0.616,1,0,0.077,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S06161,Engaging in premarital sex,3,0,0,1,6,1,0.16,0,5,0.6,Wearing Of School Uniform/program Uniform Improperly
S06162,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,5,0,3,2,8,0,0.292,1,0,0.071,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S06163,"Engaging outside marriage, obscene and immoral conduct in and off campus",6,2,0,1,7,1,0.193,1,0,0.071,Extortion Or Blackmail
S06164,Bringing dishonor to the name of school,7,2,0,2,9,1,0.55,1,2,0.176,Wearing Of Indecent Attire
S06165,Engaging in any form of gambling,5,2,0,0,7,1,0.557,0,0,0.077,Posting Destructive Language Or Signs Online
S06166,Verbal or physical altercation between students or group of students,4,0,0,0,5,1,0.349,0,0,0.1,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S06167,"Littering the campus (candy wrappers, bottles, plastic materials)",3,1,1,0,4,0,0.228,1,1,0.25,Possession Or Use Of Deadly Weapons Or Drugs
S06168,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),0,2,1,1,2,1,0.302,0,3,1.333,Leaving The Classroom Without Permission
S06169,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",0,1,0,1,3,1,0.1,0,8,2.25,Conviction For Criminal Offense
S06170,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",6,2,0,1,7,1,0.594,0,2,0.214,Bringing Outsiders To School During School Function/activity
S06171,Lack of respect to faculty/authority,2,0,1,1,3,1,0.173,0,1,0.333,Real Acts Of Threat
S06172,Wearing of improper and other colored PE uniforms,6,0,3,2,10,0,0.293,1,0,0.059,Leaving The Classroom Without Permission
S06173,"Grave threat on any student, personnel or administrator",1,4,0,0,2,1,0.45,0,0,0.25,Bringing Outsiders To School For Improper Purpose
S06174,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,0,1,2,2,2,1,0.396,0,2,1.0,Inciting Others To Violate School Regulations
S06175,Students/fellow students - Physically,6,1,0,2,10,1,0.394,1,0,0.059,"Smoking, Vaping Or Possession Of Cigarettes Or Alcohol"
S06176,"A student caught lending, borrowing, using another person’s ID/SSP",2,0,0,0,4,0,0.221,1,0,0.143,Cheating In Examinations Or Research Papers
S06177,Lack of respect to faculty/authority,3,1,1,0,5,1,0.326,1,4,0.556,Not Attending School Function/activities
S06178,Use of foul language,5,0,3,0,5,0,0.302,1,0,0.091,Bullying Students/fellow Students - Verbally/written
S06179,Gaining access to the school computer or computer network,1,3,2,0,2,1,0.462,1,8,2.25,Preventing Normal Operation Of Computers
S06180,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",1,0,2,2,4,0,0.223,1,7,1.333,Shoplifting
S06181,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",6,2,0,0,7,1,0.632,1,3,0.286,Financing Or Promoting Prohibited Drugs
S06182,Gaining access to the school computer or computer network,1,4,0,1,4,1,0.443,1,0,0.167,Stealing Property Of School Or Students
S06183,Bringing dishonor to the name of school,7,1,1,0,9,1,0.374,1,2,0.176,Lending/borrowing School Id As Pass
S06184,Consistent violation of school rules and regulations,5,2,2,0,5,1,0.604,1,0,0.091,Bullying Faculty Members/personnel
S06185,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",0,4,1,1,2,1,0.528,0,7,2.667,Consistent Violation Of School Rules And Regulations
S06186,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",5,0,2,0,5,0,0.337,0,0,0.091,Disrespect To Faculty Or Authority
S06187,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),5,0,0,0,6,1,0.386,1,4,0.417,Using Another Person's Identity
S06188,Bullying (Cyber or otherwise) Faculty members/personnel,4,0,1,0,5,1,0.173,1,3,0.4,Assault Fellow Students
S06189,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",3,0,3,1,6,0,0.387,1,0,0.1,Extortion Or Blackmail
S06190,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",0,0,1,0,1,0,0.119,1,1,1.0,Extortion Or Blackmail
S06191,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",1,2,2,1,4,1,0.416,0,5,1.0,Drug Pushing
S06192,"Wearing of scarves, patches, caps",5,0,2,1,8,0,0.296,1,0,0.071,Gambling/betting In All Forms
S06193,Real acts of threat (major/minor) that constitute incompatibility,7,2,0,0,8,1,0.486,1,0,0.062,Cheating In Examinations Or Research Papers
S06194,Recruitment and/or membership in sororities and fraternities,4,3,1,0,5,1,0.549,1,0,0.1,Using Another Person's Identity
S06195,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,2,2,0,5,1,0.323,0,0,0.111,Drug Pushing
S06196,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",4,1,3,0,6,0,0.32,0,0,0.091,Organizing Destructive Groups
S06197,Wearing of improper and other colored PE uniforms,6,1,3,1,7,0,0.367,1,2,0.214,Wearing Of Heavy Make-up Or Cosmetics
S06198,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",3,0,1,2,5,0,0.158,0,0,0.111,Littering The Campus
S06199,"Littering the campus (candy wrappers, bottles, plastic materials)",4,0,0,1,7,0,0.286,0,5,0.5,Disrespect To Faculty Or Authority
S06200,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",5,0,0,0,7,0,0.245,1,4,0.385,Shoplifting
S06201,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",2,0,2,0,4,1,0.344,0,3,0.571,Colored Dyed Color/hair/beard
S06202,"Grave threat on any student, personnel or administrator",1,1,0,0,3,1,0.27,1,3,0.8,Bullying Students/fellow Students - Physically
S06203,Providing/financing parties for prohibited drugs,2,1,2,0,4,1,0.278,0,3,0.571,Lack Of Respect To Faculty/authority
S06204,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",5,2,1,0,6,1,0.416,1,4,0.417,Disrespect To Faculty Or Authority
S06205,"Cheating in examinations, projects, case reports and research papers of others",3,0,0,1,6,1,0.298,0,2,0.3,Bringing Dishonor To School
S06206,Wearing of improper and other colored PE uniforms,2,1,2,0,4,0,0.139,1,1,0.286,Indecency In Media
S06207,Shoplifting,1,3,1,1,4,1,0.49,1,5,1.0,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S06208,"A student caught lending, borrowing, using another person’s ID/SSP",0,0,3,1,2,0,0.167,0,3,1.333,Cybersecurity Breach (Plagiarism)
S06209,Public display of affection in any places inside the campus or in social media,0,1,0,0,2,0,0.071,1,2,1.0,Bringing Outsiders To School During School Function/activity
S06210,Recruitment and/or membership in sororities and fraternities,2,2,2,0,3,1,0.359,0,0,0.167,Falsification Of Official Documents
S06211,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,3,0,0,4,1,0.267,1,0,0.125,Disrespect To Faculty Or Authority
S06212,Use of foul language,2,1,3,1,5,0,0.276,0,3,0.5,Posting Destructive Language Or Signs Online
S06213,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",6,0,0,0,7,1,0.335,1,2,0.214,Introducing False Information Or Offensive Messages
S06214,Posting below or circulating destructive language or signs in the internet or through multimedia,0,1,0,0,2,1,0.154,0,1,0.667,Bullying Faculty Members/personnel
S06215,"Grave threat on any student, personnel or administrator",2,1,1,1,4,1,0.209,0,0,0.143,Financing Or Promoting Prohibited Drugs
S06216,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",0,0,0,1,1,1,0.357,0,3,2.0,Financing Or Promoting Prohibited Drugs
S06217,Bullying (Cyber or otherwise) Faculty members/personnel,3,1,0,1,5,1,0.447,1,0,0.111,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
S06218,Forgery,6,3,0,0,8,1,0.733,1,0,0.067,Insubordination To Authorities Or Faculty
S06219,"Cheating in examinations, projects, case reports and research papers of others",1,2,0,2,3,1,0.458,0,1,0.4,Extortion Or Blackmail
S06220,Leaving the classroom without permission during class hour and school activity,3,0,1,0,5,1,0.0,1,0,0.111,Falsification Of Official Documents
S06221,"Cheating in examinations, projects, case reports and research papers of others",2,2,0,0,2,1,0.278,1,6,1.4,Vandalism
S06222,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",6,0,0,2,9,0,0.275,1,0,0.062,"Lending, Borrowing, Using Another Person’s Id/ssp"
S06223,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",4,3,1,0,4,1,0.328,1,2,0.333,Engaging In Any Form Of Gambling
S06224,Forgery,4,1,0,1,6,1,0.436,0,5,0.545,Possession Or Use Of Deadly Weapons Or Drugs
S06225,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",4,0,3,2,7,0,0.308,1,5,0.5,Immoral Conduct On Or Off Campus
S06226,Gaining access to the school computer or computer network,2,0,0,0,2,1,0.285,0,4,1.0,Possession Or Use Of Deadly Weapons Or Drugs
S06227,"Cheating in examinations, projects, case reports and research papers of others",3,2,1,1,6,1,0.273,0,0,0.1,Failure To Comply With Investigation Requirements
S06228,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),2,0,3,0,3,0,0.32,1,2,0.5,"Altering Information (Changing Passwords, Accessing Unauthorized Files)"
S06229,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,1,0,0,7,0,0.074,1,2,0.231,Wearing Of Heavy Make-up Or Cosmetics
S06230,Engaging in premarital sex,4,0,0,0,5,1,0.292,1,5,0.6,Preventing Normal Operation Of Computers
S06231,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",6,1,3,2,10,0,0.438,1,0,0.059,Bringing Outsiders To School During School Function/activity
S06232,Cybersecurity breach (plagiarism),0,2,0,1,3,1,0.29,0,1,0.5,Gaining Unauthorized Access To School Computer Or Network
S06233,"Littering the campus (candy wrappers, bottles, plastic materials)",5,0,2,2,9,0,0.429,0,4,0.333,Posting Destructive Language Or Signs Online
S06234,Real acts of threat (major/minor) that constitute incompatibility,7,1,0,0,9,1,0.421,1,0,0.059,Wearing Of School Uniform/program Uniform Improperly
S06235,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),3,2,2,2,6,1,0.369,1,3,0.4,Bullying Students/fellow Students - Physically
S06236,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",6,0,2,1,7,0,0.12,0,0,0.071,Financing Or Promoting Prohibited Drugs
S06237,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",4,0,0,1,7,1,0.132,1,0,0.083,Unbecoming Attitude In Social Media
S06238,"Cheating in examinations, projects, case reports and research papers of others",7,3,0,0,9,1,0.7,1,0,0.059,Recruitment In Sororities And Fraternities
S06239,"Cheating in examinations, projects, case reports and research papers of others",3,1,1,0,5,1,0.376,1,4,0.556,Bullying Faculty Members/personnel
S06240,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",1,1,2,0,3,0,0.269,0,5,1.2,Bringing Dishonor To School
S06241,"A student caught lending, borrowing, using another person’s ID/SSP",4,0,2,0,4,0,0.233,1,4,0.556,Wearing Inappropriate/incomplete Uniform
S06242,Promoting or participating in immoral/indecent conduct on or off campus,2,2,0,0,4,1,0.436,0,7,1.143,Bullying Students/fellow Students - Verbally/written
S06243,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",3,0,4,1,5,0,0.313,0,0,0.111,Gaining Unauthorized Access To School Computer Or Network
S06244,Use of foul language,4,0,0,2,7,0,0.374,0,0,0.083,Bringing Outsiders To School During School Function/activity
S06245,"Littering the campus (candy wrappers, bottles, plastic materials)",2,0,2,0,3,0,0.121,0,1,0.333,Forging Signatures
S06246,"Wearing of scarves, patches, caps",7,0,3,0,8,0,0.44,1,0,0.062,Falsification Of Official Documents
S06247,"Falsification of official documents, test papers, clearances and confidential",2,0,1,1,5,1,0.266,0,0,0.125,Unauthorized Enrichment Or Attempted Stealing
S06248,Gaining access to the school computer or computer network,4,1,0,1,7,1,0.407,0,2,0.25,Extortion Or Blackmail
S06249,Verbal or physical altercation between students or group of students,5,1,1,1,8,1,0.177,1,0,0.071,Insubordination To Authorities Or Faculty
S06250,Engaging in any form of gambling,5,3,0,0,6,1,0.521,1,0,0.083,Not Attending School Function/activities
S06251,Use of foul language,5,0,1,1,7,0,0.175,1,0,0.077,Engaging In Any Form Of Gambling
S06252,Shoplifting,1,1,1,0,2,1,0.186,1,8,2.25,Direct Assault On Faculty Or Authority
S06253,Bullying (Cyber or otherwise) Faculty members/personnel,4,2,0,1,5,1,0.628,0,1,0.2,Grave Threat On Any Student Or Personnel
S06254,Organizing of groups for purpose of destroying school properties,0,0,2,0,2,1,0.197,0,6,2.333,Falsification Of Official Documents
S06255,"Grave threat on any student, personnel or administrator",5,2,0,0,6,1,0.42,1,0,0.083,Willful Damage Of Property
S06256,"Stealing property of the school, students, school personnel, and fellow students",5,2,2,0,6,1,0.504,1,1,0.167,Membership In Sororities And Fraternities
S06257,"Purchase, sale or distribution of alcoholic beverages or cigarettes",2,4,0,1,4,1,0.502,1,6,1.0,Use Of Foul Language
S06258,Forgery,2,0,0,1,3,1,0.437,0,2,0.5,Gaining Unauthorized Access To School Computer Or Network
S06259,Assault fellow students,5,0,0,0,6,1,0.314,0,1,0.167,Extortion Or Blackmail
S06260,Students/fellow students - Physically,6,0,0,0,7,1,0.447,1,0,0.071,Jumping Over The Fence
S06261,"Cheating in examinations, projects, case reports and research papers of others",6,3,0,2,8,1,0.467,1,0,0.067,"Wearing Of Scarves, Patches, Caps"
S06262,Colored nail polish,2,1,1,0,4,0,0.081,1,0,0.143,Cheating In Examinations Or Research Papers
S06263,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,3,2,1,0,5,1,0.325,0,0,0.111,Participating In Immoral Conduct
S06264,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",5,1,2,2,9,1,0.502,1,3,0.267,Unexcused Tardiness/absence From Class
S06265,Lack of respect to faculty/authority,7,2,2,0,7,1,0.569,1,0,0.067,Gaining Unauthorized Access To School Computer Or Network
S06266,Bringing outsiders to school during school function/activity,7,4,0,1,10,1,0.541,1,1,0.111,Wearing Of Indecent Attire
S06267,Engaging in trouble outside the campus endangering the name of school,0,3,1,1,1,1,0.36,1,1,1.0,Gaining Unauthorized Access To School Computer Or Network
S06268,"Grave threat on any student, personnel or administrator",4,0,2,1,7,1,0.443,0,2,0.25,Organizing Destructive Groups
S06269,Verbal or physical altercation between students or group of students,7,1,0,1,8,1,0.372,1,2,0.188,Financing Or Promoting Prohibited Drugs
S06270,Engaging in premarital sex,2,2,0,0,4,1,0.163,0,3,0.571,Participating In Immoral Conduct
S06271,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),2,0,2,1,3,1,0.317,1,4,0.833,Disrespect To Faculty Or Authority
S06272,Circulating destructive language and statement that is against the school through any platform,2,3,0,2,5,1,0.385,1,7,1.0,Possession Of Pornographic Materials Or Uploading Pornographic Pictures
S06273,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",2,0,2,0,2,0,0.251,1,0,0.2,Engaging In Any Form Of Gambling
S06274,Bringing outsiders to school during school function/activity,4,2,1,1,6,1,0.58,1,5,0.545,Indecency In Media
S06275,Wearing of improper and other colored PE uniforms,4,0,2,0,4,0,0.29,1,2,0.333,Wearing Of Improper And Other Colored Pe Uniforms
