student_id,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,avg_severity,is_major,no_violation_count,behavior_ratio,most_repeated_violation,will_reoffend_same_violation
S09294,5,2,3,1,9,0.37,0,55,0.639,Wearing inappropriate/incomplete uniform,0
S09295,2,1,1,3,7,0.87,1,40,0.186,Engaging in immoral conduct,0
S09296,1,0,1,1,6,0.34,0,55,0.776,Use of foul language,0
S09297,4,0,4,0,7,0.46,0,20,0.574,Use of foul language,0
S09298,7,4,3,2,13,0.94,1,17,0.303,Extortion,0
S09299,5,1,4,2,9,0.29,0,138,0.697,Unexcused tardiness/absence from class,0
S09300,3,2,1,2,6,0.65,1,27,0.317,Engaging in gambling,0
S09301,8,5,3,2,11,0.64,1,3,0.327,Smoking/Vaping,1
S09302,2,2,0,1,5,0.18,0,136,0.533,Unexcused tardiness/absence from class,0
S09303,3,0,3,0,7,0.15,0,130,0.493,Littering the campus,0
S09304,4,2,2,0,6,0.39,0,46,0.717,Public display of affection,0
S09305,6,6,0,3,11,0.96,1,4,0.252,Engaging in gambling,0
S09306,5,5,0,1,7,0.96,1,32,0.008,Smoking/Vaping,0
S09307,5,5,0,2,10,0.95,1,18,0.34,Stealing property,1
S09308,3,1,2,3,9,0.73,1,19,0.042,Bullying,0
S09309,2,2,0,0,3,0.96,1,17,0.204,Gross disrespect to authority,1
S09310,3,2,1,2,9,0.34,0,123,0.45,Use of foul language,0
S09311,4,1,3,1,7,0.2,0,95,0.439,Use of foul language,0
S09312,6,4,2,0,9,0.63,1,1,0.068,Engaging in gambling,1
S09313,4,2,2,1,6,0.91,1,32,0.321,Engaging in gambling,1
S09314,4,0,4,2,7,0.29,0,95,0.742,Use of foul language,1
S09315,6,4,2,3,12,0.93,1,15,0.044,Bullying,1
S09316,2,1,1,0,6,0.61,1,25,0.03,Forgery,1
S09317,3,2,1,0,8,0.29,0,56,0.641,Use of foul language,0
S09318,6,5,1,0,11,0.67,1,31,0.014,Stealing property,1
S09319,1,0,1,1,7,0.39,0,149,0.404,Wearing inappropriate/incomplete uniform,0
S09320,9,6,3,1,15,0.84,1,6,0.166,Vandalism,1
S09321,6,2,4,0,9,0.22,0,144,0.413,Unexcused tardiness/absence from class,0
S09322,2,2,0,1,6,0.68,1,33,0.031,Engaging in gambling,1
S09323,2,0,2,0,7,0.25,0,158,0.468,Use of foul language,0
S09324,3,2,1,0,6,0.8,1,15,0.19,Stealing property,0
S09325,5,2,3,1,11,0.3,0,99,0.473,Unexcused tardiness/absence from class,1
S09326,1,1,0,3,6,0.77,1,11,0.234,Engaging in immoral conduct,1
S09327,5,4,1,1,8,0.92,1,14,0.23,Engaging in gambling,1
S09328,1,1,0,2,4,0.39,0,25,0.741,Unexcused tardiness/absence from class,0
S09329,2,2,0,2,6,0.82,1,8,0.168,Cheating in examinations,1
S09330,6,5,1,0,9,0.83,1,8,0.027,Extortion,0
S09331,6,4,2,0,11,0.72,1,7,0.136,Gross disrespect to authority,1
S09332,9,6,3,3,17,0.94,1,23,0.2,Membership in fraternities,0
S09333,6,5,1,3,12,0.71,1,13,0.168,Engaging in gambling,1
S09334,6,5,1,1,11,0.88,1,22,0.05,Stealing property,1
S09335,5,2,3,2,10,0.34,0,111,0.526,Unexcused tardiness/absence from class,0
S09336,1,0,1,2,6,0.28,0,147,0.704,Public display of affection,0
S09337,1,1,0,0,3,0.99,1,38,0.045,Bullying,1
S09338,4,4,0,3,8,0.62,1,20,0.145,Smoking/Vaping,0
S09339,6,2,4,1,12,0.29,0,175,0.647,Public display of affection,1
S09340,6,4,2,2,10,1.0,1,36,0.026,Membership in fraternities,1
S09341,4,0,4,2,7,0.44,0,183,0.458,Public display of affection,0
S09342,7,6,1,0,8,0.91,1,18,0.155,Smoking/Vaping,0
S09343,1,0,1,0,3,0.14,0,115,0.538,Public display of affection,0
S09344,1,0,1,2,8,0.41,0,139,0.531,Wearing inappropriate/incomplete uniform,1
S09345,6,2,4,0,10,0.19,0,75,0.723,Wearing inappropriate/incomplete uniform,0
S09346,6,3,3,0,9,0.93,1,30,0.093,Smoking/Vaping,1
S09347,5,5,0,3,11,0.79,1,3,0.311,Vandalism,1
S09348,4,1,3,0,7,0.4,0,123,0.616,Littering the campus,0
S09349,6,5,1,3,11,0.61,1,30,0.299,Membership in fraternities,0
S09350,6,2,4,1,12,0.49,0,169,0.478,Littering the campus,1
S09351,3,1,2,1,6,0.11,0,101,0.537,Public display of affection,0
S09352,7,5,2,2,14,0.89,1,16,0.139,Forgery,0
S09353,3,3,0,0,8,0.96,1,15,0.177,Stealing property,1
S09354,5,3,2,3,12,0.98,1,10,0.278,Vandalism,1
S09355,8,5,3,2,15,0.66,1,19,0.253,Gross disrespect to authority,1
S09356,6,3,3,0,7,0.96,1,25,0.197,Cheating in examinations,0
S09357,2,2,0,2,6,0.9,1,5,0.175,Membership in fraternities,0
S09358,6,5,1,0,7,0.93,1,36,0.174,Bullying,1
S09359,3,1,2,0,6,0.49,0,51,0.598,Littering the campus,0
S09360,3,2,1,1,5,0.99,1,20,0.143,Forgery,1
S09361,5,5,0,0,7,0.94,1,34,0.226,Extortion,1
S09362,4,2,2,1,8,0.79,1,15,0.109,Bullying,1
S09363,5,2,3,1,8,0.26,0,113,0.663,Unexcused tardiness/absence from class,0
S09364,4,2,2,0,7,0.28,0,116,0.741,Wearing inappropriate/incomplete uniform,0
S09365,3,1,2,2,6,0.48,0,63,0.595,Public display of affection,0
S09366,4,2,2,0,6,0.4,0,76,0.585,Littering the campus,0
S09367,1,1,0,2,5,0.62,1,34,0.198,Stealing property,1
S09368,4,3,1,1,8,0.98,1,7,0.277,Cheating in examinations,1
S09369,4,1,3,3,11,1.0,1,2,0.188,Membership in fraternities,1
S09370,3,2,1,2,7,0.97,1,39,0.005,Forgery,1
S09371,4,1,3,2,10,0.25,0,179,0.426,Littering the campus,1
S09372,2,2,0,0,5,0.91,1,18,0.25,Stealing property,0
S09373,6,6,0,2,9,0.86,1,18,0.306,Smoking/Vaping,1
S09374,6,4,2,3,10,0.97,1,21,0.096,Extortion,1
S09375,5,1,4,0,7,0.36,0,104,0.507,Littering the campus,1
S09376,7,6,1,2,11,0.98,1,40,0.288,Engaging in immoral conduct,1
S09377,1,1,0,1,7,0.39,0,33,0.604,Unexcused tardiness/absence from class,0
S09378,0,0,0,2,7,0.13,0,49,0.681,Littering the campus,0
S09379,4,4,0,3,10,0.61,1,32,0.077,Gross disrespect to authority,0
S09380,5,3,2,3,9,0.63,1,29,0.104,Engaging in immoral conduct,0
S09381,3,2,1,0,5,0.84,1,11,0.196,Cheating in examinations,1
S09382,2,1,1,1,5,0.27,0,58,0.77,Unexcused tardiness/absence from class,0
S09383,5,5,0,0,10,0.88,1,13,0.146,Extortion,1
S09384,4,1,3,0,7,0.78,1,24,0.152,Bullying,1
S09385,6,5,1,0,9,0.93,1,2,0.064,Engaging in immoral conduct,1
S09386,6,6,0,3,11,0.75,1,23,0.242,Forgery,1
S09387,6,6,0,3,11,0.92,1,12,0.04,Cheating in examinations,0
S09388,3,2,1,2,9,0.72,1,9,0.275,Smoking/Vaping,1
S09389,5,4,1,1,8,0.62,1,30,0.311,Forgery,1
S09390,4,2,2,2,8,0.16,0,147,0.725,Wearing inappropriate/incomplete uniform,0
S09391,3,1,2,2,8,0.32,0,161,0.513,Use of foul language,0
S09392,4,1,3,2,10,0.41,0,117,0.555,Public display of affection,0
S09393,4,1,3,1,6,0.24,0,112,0.447,Littering the campus,0
S09394,5,2,3,1,10,0.5,0,117,0.494,Littering the campus,0
S09395,7,5,2,0,9,0.68,1,11,0.007,Membership in fraternities,1
S09396,4,2,2,2,10,0.78,1,7,0.085,Extortion,1
S09397,2,1,1,1,7,0.19,0,27,0.407,Unexcused tardiness/absence from class,0
S09398,7,4,3,3,13,0.83,1,31,0.168,Extortion,1
S09399,6,3,3,0,11,0.88,1,19,0.014,Vandalism,1
S09400,2,2,0,3,10,0.97,1,24,0.177,Cheating in examinations,1
S09401,0,0,0,2,7,0.32,0,77,0.489,Public display of affection,0
S09402,3,3,0,1,7,0.88,1,6,0.059,Stealing property,1
S09403,1,1,0,2,8,0.88,1,11,0.185,Membership in fraternities,1
S09404,6,2,4,1,8,0.26,0,115,0.471,Public display of affection,0
S09405,9,6,3,3,17,0.73,1,37,0.162,Gross disrespect to authority,1
S09406,8,6,2,2,13,0.99,1,2,0.067,Engaging in gambling,1
S09407,3,1,2,0,6,0.11,0,63,0.722,Public display of affection,0
S09408,5,3,2,3,13,0.95,1,16,0.004,Smoking/Vaping,1
S09409,7,5,2,1,12,0.67,1,21,0.343,Smoking/Vaping,1
S09410,8,6,2,1,14,0.73,1,34,0.02,Engaging in immoral conduct,1
S09411,5,4,1,0,8,0.66,1,15,0.286,Bullying,0
S09412,2,2,0,3,7,0.65,1,33,0.316,Cheating in examinations,1
S09413,5,5,0,0,10,0.61,1,11,0.09,Gross disrespect to authority,0
S09414,6,5,1,0,9,0.69,1,2,0.261,Cheating in examinations,0
S09415,2,1,1,0,4,0.27,0,173,0.619,Littering the campus,0
S09416,3,1,2,1,8,0.44,0,22,0.619,Littering the campus,0
S09417,6,4,2,2,9,0.89,1,11,0.036,Engaging in gambling,1
S09418,4,4,0,3,8,0.79,1,1,0.336,Stealing property,1
S09419,3,3,0,3,10,0.96,1,7,0.182,Engaging in gambling,1
S09420,3,3,0,3,10,0.65,1,32,0.083,Smoking/Vaping,1
S09421,4,1,3,0,6,0.61,1,7,0.047,Gross disrespect to authority,1
S09422,4,2,2,1,8,0.32,0,150,0.693,Use of foul language,0
S09423,6,6,0,1,11,0.64,1,19,0.273,Cheating in examinations,1
S09424,8,5,3,3,12,0.92,1,38,0.009,Extortion,1
S09425,6,4,2,1,8,0.79,1,23,0.01,Stealing property,1
S09426,8,6,2,1,11,0.96,1,31,0.104,Stealing property,1
S09427,6,3,3,2,12,0.69,1,3,0.052,Stealing property,0
S09428,4,2,2,1,6,0.87,1,21,0.262,Extortion,1
S09429,1,0,1,0,6,0.12,0,175,0.726,Use of foul language,0
S09430,0,0,0,2,3,0.46,0,30,0.662,Wearing inappropriate/incomplete uniform,0
S09431,2,2,0,3,9,0.6,1,40,0.074,Vandalism,0
S09432,4,2,2,1,10,0.62,1,11,0.197,Extortion,1
S09433,4,2,2,2,8,0.23,0,20,0.549,Unexcused tardiness/absence from class,1
S09434,7,6,1,2,12,0.86,1,10,0.247,Bullying,1
S09435,5,1,4,2,11,0.18,0,196,0.59,Wearing inappropriate/incomplete uniform,0
S09436,2,0,2,1,4,0.28,0,112,0.434,Public display of affection,0
S09437,4,2,2,0,6,0.17,0,124,0.475,Littering the campus,0
S09438,3,0,3,2,7,0.37,0,71,0.549,Use of foul language,1
S09439,6,5,1,3,11,0.85,1,14,0.007,Stealing property,1
S09440,3,3,0,0,4,0.89,1,2,0.222,Forgery,1
S09441,2,0,2,1,4,0.24,0,181,0.494,Littering the campus,0
S09442,6,6,0,3,14,0.89,1,31,0.341,Forgery,1
S09443,2,1,1,3,7,0.86,1,38,0.236,Cheating in examinations,0
S09444,3,3,0,2,7,0.74,1,36,0.138,Gross disrespect to authority,1
S09445,3,3,0,1,5,0.88,1,30,0.236,Gross disrespect to authority,1
S09446,5,1,4,1,8,0.36,0,157,0.683,Public display of affection,0
S09447,3,2,1,3,11,0.77,1,9,0.102,Smoking/Vaping,1
S09448,6,4,2,0,8,0.98,1,13,0.312,Bullying,1
S09449,9,6,3,2,16,0.63,1,35,0.326,Extortion,0
S09450,4,2,2,2,9,0.13,0,119,0.778,Unexcused tardiness/absence from class,1
S09451,5,2,3,0,6,0.11,0,146,0.735,Public display of affection,0
S09452,5,1,4,2,8,0.46,0,59,0.466,Littering the campus,0
S09453,2,2,0,0,6,0.17,0,63,0.693,Littering the campus,0
S09454,4,1,3,0,9,0.22,0,125,0.571,Use of foul language,0
S09455,5,2,3,2,10,0.44,0,86,0.673,Wearing inappropriate/incomplete uniform,1
S09456,1,0,1,1,5,0.15,0,146,0.628,Wearing inappropriate/incomplete uniform,0
S09457,5,1,4,2,11,0.12,0,192,0.595,Littering the campus,0
S09458,8,5,3,3,16,0.79,1,24,0.017,Extortion,1
S09459,5,2,3,3,11,0.7,1,23,0.176,Bullying,1
S09460,3,0,3,2,7,0.31,0,156,0.74,Use of foul language,1
S09461,3,2,1,1,7,0.63,1,34,0.044,Extortion,0
S09462,3,1,2,1,6,0.37,0,175,0.739,Public display of affection,0
S09463,2,0,2,0,4,0.34,0,113,0.518,Wearing inappropriate/incomplete uniform,0
S09464,0,0,0,1,3,0.46,0,92,0.797,Wearing inappropriate/incomplete uniform,0
S09465,6,5,1,0,7,0.75,1,0,0.248,Extortion,1
S09466,4,0,4,0,5,0.45,0,188,0.721,Use of foul language,0
S09467,9,6,3,0,14,0.69,1,27,0.0,Membership in fraternities,0
S09468,2,0,2,1,8,0.49,0,146,0.766,Public display of affection,0
S09469,2,2,0,2,9,0.71,1,33,0.224,Forgery,0
S09470,3,3,0,0,7,0.85,1,18,0.167,Membership in fraternities,1
S09471,0,0,0,2,4,0.41,0,40,0.752,Use of foul language,0
S09472,2,1,1,2,6,0.71,1,12,0.019,Forgery,0
S09473,2,2,0,0,5,0.77,1,40,0.304,Membership in fraternities,1
S09474,2,0,2,0,5,0.46,0,69,0.668,Use of foul language,0
S09475,5,1,4,1,10,0.5,0,150,0.661,Unexcused tardiness/absence from class,0
S09476,4,4,0,0,9,0.77,1,8,0.218,Engaging in immoral conduct,0
S09477,2,2,0,2,8,0.41,0,25,0.726,Wearing inappropriate/incomplete uniform,0
S09478,3,3,0,0,6,0.9,1,0,0.164,Forgery,1
S09479,4,2,2,2,7,0.27,0,197,0.667,Use of foul language,0
S09480,4,1,3,1,10,0.18,0,65,0.765,Littering the campus,0
S09481,6,5,1,3,10,0.68,1,10,0.015,Forgery,1
S09482,6,4,2,2,10,0.71,1,33,0.257,Bullying,1
S09483,1,0,1,2,8,0.14,0,162,0.407,Littering the campus,0
S09484,5,3,2,0,9,0.73,1,20,0.232,Engaging in gambling,1
S09485,4,1,3,2,9,0.18,0,117,0.422,Wearing inappropriate/incomplete uniform,0
S09486,6,3,3,0,7,0.93,1,7,0.063,Cheating in examinations,1
S09487,3,2,1,2,10,0.7,1,25,0.045,Membership in fraternities,1
S09488,5,5,0,0,7,0.69,1,0,0.293,Engaging in gambling,1
S09489,1,0,1,2,4,0.42,0,146,0.79,Wearing inappropriate/incomplete uniform,0
S09490,4,4,0,0,8,0.75,1,24,0.071,Engaging in gambling,1
S09491,3,2,1,2,10,0.14,0,115,0.715,Unexcused tardiness/absence from class,1
S09492,4,2,2,1,8,0.9,1,38,0.327,Smoking/Vaping,1
S09493,6,3,3,3,14,0.97,1,37,0.313,Engaging in immoral conduct,1
S09494,4,4,0,2,7,0.85,1,32,0.273,Smoking/Vaping,1
S09495,2,2,0,3,6,0.75,1,26,0.193,Extortion,1
S09496,6,3,3,2,13,0.66,1,38,0.162,Bullying,1
S09497,2,2,0,2,7,0.62,1,11,0.038,Gross disrespect to authority,0
S09498,6,4,2,0,7,0.77,1,35,0.256,Bullying,1
S09499,6,3,3,1,9,0.65,1,1,0.092,Cheating in examinations,1
S09500,1,1,0,0,2,0.29,0,81,0.401,Unexcused tardiness/absence from class,1
S09501,3,2,1,2,6,0.77,1,26,0.214,Cheating in examinations,1
S09502,5,5,0,0,7,0.63,1,36,0.247,Engaging in immoral conduct,1
S09503,7,4,3,2,12,0.9,1,37,0.032,Stealing property,1
S09504,9,6,3,1,13,0.73,1,14,0.105,Stealing property,1
S09505,5,3,2,0,8,0.82,1,0,0.17,Stealing property,1
S09506,6,2,4,0,8,0.35,0,124,0.646,Littering the campus,0
S09507,7,6,1,0,10,0.97,1,7,0.284,Stealing property,1
S09508,8,6,2,1,12,0.73,1,3,0.163,Smoking/Vaping,0
S09509,4,3,1,0,6,0.81,1,23,0.178,Vandalism,1
S09510,6,5,1,3,10,0.71,1,25,0.052,Stealing property,1
S09511,5,3,2,3,12,0.67,1,30,0.102,Membership in fraternities,0
S09512,8,5,3,1,10,0.8,1,8,0.045,Engaging in immoral conduct,1
S09513,6,3,3,2,13,0.8,1,6,0.246,Extortion,1
S09514,3,1,2,0,5,0.7,1,23,0.288,Gross disrespect to authority,1
S09515,4,1,3,2,9,0.23,0,114,0.693,Unexcused tardiness/absence from class,0
S09516,3,0,3,1,8,0.41,0,34,0.758,Use of foul language,0
S09517,3,2,1,1,6,0.96,1,8,0.023,Stealing property,1
S09518,2,2,0,3,6,0.71,1,23,0.029,Bullying,0
S09519,5,1,4,2,11,0.12,0,177,0.575,Wearing inappropriate/incomplete uniform,0
S09520,6,5,1,1,10,0.68,1,1,0.165,Bullying,1
S09521,7,5,2,0,11,0.61,1,25,0.169,Bullying,1
S09522,3,0,3,1,9,0.46,0,43,0.41,Public display of affection,0
S09523,2,0,2,0,4,0.25,0,49,0.445,Littering the campus,0
S09524,3,0,3,1,8,0.33,0,198,0.79,Wearing inappropriate/incomplete uniform,0
S09525,8,5,3,0,11,0.88,1,14,0.133,Smoking/Vaping,1
S09526,4,1,3,1,8,0.22,0,67,0.497,Use of foul language,0
S09527,3,2,1,2,9,0.99,1,26,0.256,Extortion,0
S09528,6,3,3,2,9,0.99,1,12,0.209,Bullying,1
S09529,7,6,1,3,11,0.88,1,37,0.332,Engaging in gambling,1
S09530,4,2,2,1,8,0.83,1,31,0.292,Cheating in examinations,1
S09531,1,1,0,2,6,0.48,0,165,0.679,Littering the campus,1
S09532,2,1,1,1,5,0.98,1,7,0.295,Cheating in examinations,0
S09533,5,4,1,0,8,0.68,1,33,0.299,Stealing property,1
S09534,6,5,1,2,12,0.71,1,14,0.221,Cheating in examinations,0
S09535,6,2,4,1,9,0.46,0,26,0.575,Unexcused tardiness/absence from class,0
S09536,1,0,1,1,4,0.38,0,177,0.797,Wearing inappropriate/incomplete uniform,1
S09537,5,4,1,3,12,0.85,1,37,0.331,Smoking/Vaping,1
S09538,5,4,1,2,12,0.86,1,30,0.212,Membership in fraternities,1
S09539,6,4,2,2,11,0.93,1,17,0.167,Gross disrespect to authority,1
S09540,7,4,3,1,11,0.75,1,15,0.107,Vandalism,1
S09541,5,5,0,0,6,0.68,1,36,0.081,Vandalism,1
S09542,4,2,2,2,9,0.25,0,138,0.49,Use of foul language,0
S09543,2,0,2,2,6,0.29,0,92,0.768,Public display of affection,0
S09544,2,1,1,1,8,0.41,0,124,0.6,Use of foul language,0
S09545,7,4,3,3,12,0.97,1,32,0.08,Stealing property,1
S09546,3,3,0,0,4,0.88,1,11,0.32,Membership in fraternities,1
S09547,2,1,1,3,8,1.0,1,13,0.313,Membership in fraternities,1
S09548,4,1,3,1,7,0.96,1,22,0.078,Engaging in immoral conduct,1
S09549,4,1,3,2,9,0.28,0,112,0.412,Littering the campus,0
S09550,7,5,2,1,10,0.63,1,16,0.147,Gross disrespect to authority,1
S09551,2,2,0,0,6,0.1,0,146,0.462,Littering the campus,0
S09552,4,4,0,2,9,0.77,1,6,0.346,Membership in fraternities,1
S09553,3,1,2,2,9,0.94,1,24,0.34,Forgery,1
S09554,3,1,2,1,6,0.25,0,199,0.428,Unexcused tardiness/absence from class,0
S09555,6,4,2,0,9,0.75,1,15,0.24,Gross disrespect to authority,1
S09556,2,1,1,0,4,0.27,0,39,0.647,Use of foul language,0
S09557,9,6,3,1,15,0.64,1,20,0.151,Extortion,1
S09558,7,6,1,2,12,0.81,1,40,0.002,Engaging in gambling,1
S09559,3,0,3,0,7,0.17,0,71,0.589,Public display of affection,0
S09560,7,6,1,0,11,0.86,1,1,0.303,Extortion,1
S09561,6,3,3,2,9,0.68,1,9,0.331,Gross disrespect to authority,1
S09562,2,1,1,1,5,0.17,0,23,0.532,Use of foul language,0
S09563,2,2,0,0,7,0.28,0,63,0.642,Wearing inappropriate/incomplete uniform,1
S09564,4,1,3,1,9,0.66,1,1,0.251,Extortion,1
S09565,6,5,1,3,10,0.97,1,31,0.16,Engaging in immoral conduct,1
S09566,3,0,3,1,9,0.33,0,81,0.51,Public display of affection,0
S09567,2,1,1,2,8,0.71,1,28,0.192,Gross disrespect to authority,0
S09568,5,5,0,1,8,0.65,1,13,0.096,Engaging in gambling,1
S09569,6,5,1,3,10,0.94,1,39,0.261,Membership in fraternities,0
S09570,7,6,1,0,10,0.9,1,19,0.111,Forgery,1
S09571,4,0,4,1,10,0.14,0,178,0.501,Wearing inappropriate/incomplete uniform,0
S09572,8,5,3,1,14,0.86,1,35,0.01,Bullying,1
S09573,6,4,2,2,12,0.69,1,31,0.063,Cheating in examinations,0
S09574,8,5,3,3,13,0.83,1,33,0.255,Forgery,1
S09575,7,4,3,0,11,0.94,1,18,0.279,Extortion,1
S09576,5,2,3,1,10,0.38,0,107,0.488,Wearing inappropriate/incomplete uniform,0
S09577,3,1,2,3,8,0.82,1,2,0.198,Extortion,1
S09578,3,0,3,1,7,0.29,0,193,0.576,Unexcused tardiness/absence from class,1
S09579,1,1,0,0,2,0.62,1,8,0.121,Cheating in examinations,1
S09580,6,6,0,2,13,0.8,1,37,0.236,Engaging in immoral conduct,1
S09581,3,1,2,1,5,0.88,1,30,0.124,Stealing property,0
S09582,5,1,4,0,9,0.25,0,166,0.424,Wearing inappropriate/incomplete uniform,0
S09583,4,3,1,0,9,0.62,1,1,0.039,Vandalism,1
S09584,2,2,0,0,6,0.82,1,15,0.137,Vandalism,1
S09585,9,6,3,1,14,0.99,1,25,0.06,Engaging in gambling,1
S09586,2,2,0,1,5,0.6,1,27,0.298,Engaging in immoral conduct,1
S09587,8,6,2,3,12,0.72,1,3,0.347,Membership in fraternities,1
S09588,1,0,1,0,4,0.44,0,54,0.759,Unexcused tardiness/absence from class,0
S09589,3,3,0,2,9,0.96,1,1,0.074,Vandalism,1
S09590,3,2,1,0,4,0.25,0,21,0.511,Use of foul language,0
S09591,1,1,0,0,3,0.49,0,120,0.428,Wearing inappropriate/incomplete uniform,0
S09592,5,3,2,2,12,0.83,1,33,0.218,Engaging in immoral conduct,1
S09593,5,5,0,3,13,0.89,1,32,0.183,Smoking/Vaping,1
S09594,4,4,0,3,10,0.85,1,24,0.219,Vandalism,1
S09595,1,1,0,2,5,0.38,0,78,0.66,Littering the campus,1
S09596,4,4,0,3,9,0.8,1,20,0.11,Membership in fraternities,1
S09597,5,3,2,3,13,0.86,1,21,0.161,Gross disrespect to authority,1
S09598,6,4,2,1,12,0.96,1,26,0.237,Gross disrespect to authority,0
S09599,4,0,4,0,9,0.46,0,118,0.745,Public display of affection,0
S09600,3,1,2,1,7,0.43,0,88,0.551,Public display of affection,0
S09601,4,0,4,1,6,0.35,0,66,0.628,Use of foul language,0
S09602,0,0,0,0,1,0.43,0,93,0.774,Littering the campus,0
S09603,4,1,3,2,7,0.87,1,21,0.015,Stealing property,1
S09604,4,4,0,1,9,0.86,1,0,0.038,Extortion,1
S09605,3,0,3,1,6,0.45,0,119,0.43,Use of foul language,0
S09606,6,3,3,2,9,0.76,1,5,0.288,Extortion,1
S09607,7,4,3,2,14,0.64,1,3,0.295,Engaging in gambling,1
S09608,0,0,0,1,3,0.31,0,43,0.49,Public display of affection,0
S09609,2,2,0,1,5,0.99,1,35,0.341,Vandalism,0
S09610,2,2,0,1,8,0.28,0,84,0.765,Use of foul language,0
S09611,1,0,1,1,6,0.45,0,127,0.771,Unexcused tardiness/absence from class,1
S09612,4,3,1,2,11,0.82,1,9,0.2,Forgery,0
S09613,6,6,0,1,10,0.91,1,5,0.008,Engaging in gambling,0
S09614,4,2,2,2,10,0.67,1,21,0.274,Bullying,1
S09615,4,2,2,1,9,0.75,1,39,0.153,Gross disrespect to authority,0
S09616,4,4,0,3,10,0.72,1,4,0.239,Extortion,1
S09617,6,2,4,1,8,0.4,0,166,0.496,Wearing inappropriate/incomplete uniform,0
S09618,1,1,0,1,3,0.35,0,139,0.527,Use of foul language,0
S09619,4,0,4,0,5,0.36,0,136,0.733,Wearing inappropriate/incomplete uniform,1
S09620,5,5,0,0,6,0.77,1,23,0.17,Smoking/Vaping,0
S09621,4,2,2,2,11,0.48,0,167,0.673,Unexcused tardiness/absence from class,0
S09622,4,1,3,1,9,0.34,0,89,0.741,Use of foul language,0
S09623,2,0,2,2,9,0.49,0,176,0.472,Use of foul language,0
S09624,5,3,2,3,12,0.92,1,31,0.325,Extortion,0
S09625,7,6,1,3,14,0.8,1,33,0.032,Smoking/Vaping,0
S09626,6,6,0,3,11,0.7,1,28,0.225,Engaging in immoral conduct,0
S09627,5,1,4,0,6,0.39,0,183,0.432,Public display of affection,0
S09628,5,1,4,1,10,0.4,0,133,0.781,Public display of affection,0
S09629,2,1,1,2,8,0.99,1,17,0.216,Cheating in examinations,1
S09630,3,3,0,0,6,0.93,1,36,0.303,Vandalism,1
S09631,5,3,2,3,12,0.85,1,12,0.268,Stealing property,1
S09632,6,6,0,2,12,0.75,1,27,0.245,Forgery,1
S09633,6,3,3,0,7,0.78,1,18,0.246,Vandalism,1
S09634,4,0,4,1,7,0.18,0,88,0.543,Use of foul language,1
S09635,9,6,3,0,10,0.98,1,23,0.347,Cheating in examinations,1
S09636,5,5,0,0,7,0.65,1,32,0.113,Membership in fraternities,1
S09637,3,1,2,2,8,0.14,0,116,0.651,Littering the campus,0
S09638,4,2,2,0,9,0.44,0,164,0.589,Unexcused tardiness/absence from class,0
S09639,4,4,0,3,12,0.72,1,5,0.205,Gross disrespect to authority,1
S09640,5,3,2,0,10,0.87,1,28,0.194,Vandalism,1
S09641,6,5,1,0,9,0.64,1,28,0.195,Forgery,1
S09642,3,0,3,1,8,0.25,0,50,0.621,Unexcused tardiness/absence from class,0
S09643,3,2,1,0,7,0.49,0,167,0.499,Public display of affection,0
S09644,7,5,2,3,14,0.63,1,28,0.23,Engaging in immoral conduct,1
S09645,6,3,3,0,9,0.99,1,16,0.313,Smoking/Vaping,1
S09646,4,3,1,0,7,0.89,1,9,0.301,Gross disrespect to authority,0
S09647,2,1,1,2,8,0.12,0,59,0.422,Littering the campus,0
S09648,7,4,3,0,12,0.79,1,18,0.286,Bullying,1
S09649,4,4,0,1,8,0.95,1,3,0.255,Forgery,0
S09650,7,5,2,1,11,0.93,1,1,0.179,Bullying,1
S09651,5,5,0,3,12,0.79,1,9,0.072,Gross disrespect to authority,1
S09652,5,5,0,1,7,0.89,1,14,0.141,Gross disrespect to authority,1
S09653,0,0,0,1,6,0.3,0,174,0.467,Public display of affection,0
S09654,5,2,3,0,6,0.63,1,7,0.218,Extortion,0
S09655,2,0,2,1,5,0.12,0,36,0.678,Use of foul language,1
S09656,7,4,3,2,12,0.91,1,3,0.201,Forgery,1
S09657,2,2,0,1,7,0.98,1,37,0.025,Stealing property,1
S09658,5,2,3,1,9,0.91,1,5,0.166,Stealing property,1
S09659,4,2,2,0,6,0.25,0,141,0.434,Littering the campus,0
S09660,9,6,3,0,11,0.7,1,26,0.241,Engaging in immoral conduct,1
S09661,6,2,4,0,11,0.37,0,158,0.781,Wearing inappropriate/incomplete uniform,1
S09662,3,1,2,1,9,0.28,0,128,0.615,Unexcused tardiness/absence from class,1
S09663,0,0,0,2,4,0.38,0,159,0.568,Public display of affection,0
S09664,4,1,3,2,11,0.84,1,10,0.114,Smoking/Vaping,1
S09665,6,3,3,0,10,0.66,1,22,0.044,Vandalism,1
S09666,9,6,3,2,15,0.81,1,17,0.191,Cheating in examinations,1
S09667,2,1,1,0,6,0.94,1,9,0.126,Gross disrespect to authority,1
S09668,2,2,0,0,6,0.2,0,72,0.732,Littering the campus,0
S09669,3,2,1,0,5,0.18,0,148,0.55,Wearing inappropriate/incomplete uniform,0
S09670,2,2,0,0,5,0.49,0,128,0.611,Wearing inappropriate/incomplete uniform,0
