student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio
S08774,"Stealing property of the school, students, school personnel, and fellow students",6,0,1,0,8,1,0.392,1,1,0.133
S08775,Recruitment and/or membership in sororities and fraternities,4,4,1,0,5,1,0.548,0,1,0.2
S08776,Unauthorized use of information,6,2,2,0,6,1,0.613,1,1,0.154
S08777,Jumping over the fence,3,1,1,0,3,1,0.208,0,0,0.143
S08778,Circulating destructive language and statement that is against the school through any platform,4,4,1,1,6,1,0.524,0,1,0.182
S08779,Forgery,0,1,0,0,1,1,0.095,0,9,5.0
S08780,Membership in sororities and fraternities,1,3,0,1,4,1,0.298,0,7,1.333
S08781,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,2,1,1,0,3,1,0.425,1,7,1.333
S08782,Engaging in premarital sex,7,0,0,1,10,1,0.361,0,2,0.167
S08783,Pushing of prohibited drugs,4,0,0,0,5,1,0.235,1,3,0.4
S08784,Bringing dishonor to the name of school,3,0,2,0,4,1,0.217,0,2,0.375
S08785,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",2,2,1,0,2,1,0.356,0,1,0.4
S08786,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",1,4,2,0,3,1,0.614,0,3,0.8
S08787,Jumping over the fence,3,2,0,0,3,1,0.409,0,4,0.714
S08788,"Possession or use of deadly weapons, explosives, prohibited drugs",3,4,0,1,5,1,0.503,0,0,0.111
S08789,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,3,4,2,0,3,1,0.465,0,0,0.143
S08790,Public display of affection in any places inside the campus or in social media,4,1,3,0,4,0,0.378,1,0,0.111
S08791,"Wearing of scarves, patches, caps",3,0,3,2,7,0,0.441,0,2,0.273
S08792,"Purchase, sale or distribution of alcoholic beverages or cigarettes",4,4,1,1,6,1,0.622,1,0,0.091
S08793,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",3,0,1,0,3,1,0.14,1,2,0.429
S08794,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,1,2,1,5,1,0.332,1,0,0.1
S08795,Recruitment and/or membership in sororities and fraternities,1,1,0,0,2,1,0.227,1,4,1.25
S08796,Bringing dishonor to the name of school,2,3,0,2,6,1,0.518,0,6,0.778
S08797,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,1,1,2,5,1,0.29,1,4,0.556
S08798,Students/fellow students - Verbally/Written,6,0,2,0,6,1,0.479,1,0,0.077
S08799,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,4,0,2,0,5,0,0.464,1,0,0.1
S08800,Bringing dishonor to the name of school,3,1,2,0,3,1,0.284,0,6,1.0
S08801,Cybersecurity breach (plagiarism),2,2,0,0,2,1,0.084,0,0,0.2
S08802,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",6,2,0,1,9,1,0.494,1,3,0.25
S08803,"Stealing property of the school, students, school personnel, and fellow students",6,2,1,1,9,1,0.394,1,0,0.062
S08804,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",3,4,0,0,4,1,0.52,1,4,0.625
S08805,Verbal or physical altercation between students or group of students,3,0,0,0,4,1,0.173,0,0,0.125
S08806,Lending/borrowing school ID as pass/for gate access,7,2,0,0,8,1,0.283,0,0,0.062
S08807,Jumping over the fence,5,0,1,0,7,1,0.203,1,0,0.077
S08808,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",4,2,1,1,5,1,0.406,1,0,0.1
S08809,Circulating destructive language and statement that is against the school through any platform,3,1,2,1,4,1,0.592,1,3,0.5
S08810,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,5,3,0,0,6,1,0.505,1,0,0.083
S08811,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",3,1,3,0,5,0,0.247,1,4,0.556
S08812,"A student caught lending, borrowing, using another person’s ID/SSP",3,0,1,0,5,0,0.172,0,3,0.444
S08813,Gaining access to the school computer or computer network,1,2,0,1,2,1,0.356,1,0,0.25
S08814,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),6,0,0,0,6,0,0.226,1,0,0.077
S08815,Engaging in trouble outside the campus endangering the name of school,6,4,0,1,8,1,0.5,1,2,0.2
S08816,Bringing outsiders to school for improper purpose,4,1,2,1,5,1,0.239,0,4,0.5
S08817,Bullying (Cyber or otherwise) Faculty members/personnel,6,2,1,2,8,1,0.57,1,0,0.067
S08818,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",4,2,0,0,4,1,0.336,0,0,0.111
S08819,Lack of respect to faculty/authority,5,3,0,1,6,1,0.519,1,0,0.083
S08820,"Cheating in examinations, projects, case reports and research papers of others",4,4,0,0,4,1,0.64,1,4,0.556
S08821,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",2,0,2,0,3,0,0.224,0,0,0.167
S08822,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",4,0,2,1,7,0,0.391,1,0,0.083
S08823,Promoting or participating in immoral/indecent conduct on or off campus,5,1,0,1,6,1,0.565,1,0,0.083
S08824,"Grave threat on any student, personnel or administrator",1,1,0,0,3,1,0.09,0,1,0.4
S08825,"Falsification of official documents, test papers, clearances and confidential",2,1,1,2,6,1,0.542,0,1,0.222
S08826,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",3,1,0,2,7,1,0.384,1,3,0.364
S08827,Gambling/betting in all forms,4,1,1,1,5,1,0.528,1,0,0.1
S08828,Lack of respect to faculty/authority,6,2,0,0,7,1,0.456,1,2,0.214
S08829,Recruitment and/or membership in sororities and fraternities,3,0,0,1,5,1,0.213,0,0,0.111
S08830,"Forging signatures of school authorities, parents, guardians or students",2,3,2,1,3,1,0.385,0,7,1.333
S08831,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",3,1,0,1,5,1,0.31,0,6,0.778
S08832,Unauthorized use of information,4,3,1,1,6,1,0.519,1,1,0.182
S08833,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",8,1,0,0,9,1,0.395,1,0,0.056
S08834,"Purchase, sale or distribution of alcoholic beverages or cigarettes",4,2,0,0,4,1,0.562,0,4,0.556
S08835,Lack of respect to faculty/authority,6,3,0,1,8,1,0.695,1,0,0.067
S08836,Assault fellow students,4,3,1,2,6,1,0.628,0,1,0.182
S08837,Engaging in trouble outside the campus endangering the name of school,0,1,0,2,2,1,0.456,0,9,3.333
S08838,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",5,1,0,1,8,1,0.301,1,1,0.143
S08839,Lending/borrowing school ID as pass/for gate access,8,2,0,1,11,1,0.52,1,0,0.05
S08840,Wearing of improper and other colored PE uniforms,6,0,0,2,10,0,0.367,1,0,0.059
S08841,Organizing of groups for purpose of destroying school properties,1,0,1,2,4,1,0.335,0,1,0.333
S08842,"Falsification of official documents, test papers, clearances and confidential",3,0,0,0,4,1,0.246,0,2,0.375
S08843,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,0,1,3,2,4,0,0.224,1,7,1.6
S08844,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,3,0,5,0,0.233,0,0,0.1
S08845,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",0,0,1,0,2,0,0.239,0,9,3.333
S08846,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",5,3,0,1,7,1,0.403,1,2,0.231
S08847,Jumping over the fence,3,0,2,0,3,1,0.201,1,5,0.857
S08848,Public display of affection in any places inside the campus or in social media,8,1,2,0,10,0,0.519,1,0,0.053
S08849,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",4,0,0,0,6,1,0.245,1,0,0.091
S08850,"Cheating in examinations, projects, case reports and research papers of others",3,1,0,1,5,1,0.383,1,0,0.111
S08851,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,7,2,0,1,9,1,0.476,1,0,0.059
S08852,Shoplifting,2,3,0,1,5,1,0.601,0,3,0.5
S08853,Use of foul language,2,0,1,1,4,0,0.068,1,7,1.143
S08854,"Introduction of improper, foul or indecent language or gesture",6,2,0,1,8,1,0.522,1,0,0.067
S08855,Organizing of groups for purpose of destroying school properties,1,1,1,1,4,1,0.343,0,7,1.333
S08856,Verbal or physical altercation between students or group of students,3,3,0,1,4,1,0.326,0,5,0.75
S08857,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,6,0,2,1,8,0,0.324,0,0,0.067
S08858,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",4,0,1,0,6,1,0.407,1,2,0.273
S08859,Bullying (Cyber or otherwise) Faculty members/personnel,3,1,1,0,3,1,0.259,0,0,0.143
S08860,Students/fellow students - Physically,5,2,2,0,6,1,0.603,0,1,0.167
S08861,Lending/borrowing school ID as pass/for gate access,6,0,1,1,8,1,0.205,1,0,0.067
S08862,Forgery,2,0,1,1,5,1,0.254,0,0,0.125
S08863,Students/fellow students - Physically,4,1,1,0,6,1,0.195,0,3,0.364
S08864,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,0,1,0,5,1,0.37,0,6,0.778
S08865,Indecency in media,2,0,0,0,4,0,0.175,1,0,0.143
S08866,Gaining access to the school computer or computer network,4,0,1,1,5,1,0.377,1,1,0.2
S08867,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",8,0,1,0,10,0,0.226,1,0,0.053
S08868,Bringing dishonor to the name of school,3,1,1,0,3,1,0.451,0,1,0.286
S08869,Organizing of groups for purpose of destroying school properties,5,1,1,1,6,1,0.54,1,0,0.083
S08870,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",0,2,1,0,1,1,0.429,0,2,1.5
S08871,Assault fellow students,0,0,2,0,1,1,0.292,0,6,3.5
S08872,Engaging in trouble outside the campus endangering the name of school,2,3,0,0,2,1,0.436,1,5,1.2
S08873,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,1,0,4,1,4,0,0.355,0,5,1.0
S08874,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",3,1,0,1,6,1,0.363,1,1,0.2
S08875,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",8,3,1,0,9,1,0.491,1,0,0.056
S08876,Bringing dishonor to the name of school,1,2,1,0,2,1,0.258,0,0,0.25
S08877,Gambling/betting in all forms,6,1,1,1,8,1,0.261,1,3,0.267
S08878,Colored nail polish,3,0,4,1,4,0,0.294,1,4,0.625
S08879,"Purchase, sale or distribution of alcoholic beverages or cigarettes",2,2,1,0,4,1,0.562,1,4,0.714
S08880,Gaining access to the school computer or computer network,0,1,0,1,3,1,0.178,0,4,1.25
S08881,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",6,0,1,0,6,0,0.203,1,0,0.077
S08882,Inciting others to violate school regulations or not to attend classes,5,1,0,1,7,1,0.301,0,0,0.077
S08883,Unauthorized use of information,3,2,0,0,3,1,0.319,1,2,0.429
S08884,Conviction for a criminal offense by the administrator's judgment,4,1,1,0,5,1,0.261,1,0,0.1
S08885,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,1,0,0,0,2,0,0.216,0,0,0.25
S08886,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",5,4,2,2,7,1,0.69,1,0,0.077
S08887,Bringing outsiders to school during school function/activity,4,4,1,0,5,1,0.452,0,0,0.1
S08888,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",1,3,0,2,4,1,0.487,0,7,1.333
S08889,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",5,0,0,0,7,0,0.177,0,0,0.077
S08890,Recruitment and/or membership in sororities and fraternities,0,2,0,0,1,1,0.173,1,2,1.5
S08891,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,0,1,0,7,0,0.181,1,0,0.077
S08892,"A student caught lending, borrowing, using another person’s ID/SSP",0,1,3,0,1,0,0.326,0,1,1.0
S08893,"Stealing property of the school, students, school personnel, and fellow students",7,0,0,0,8,1,0.364,1,0,0.062
S08894,Bringing dishonor to the name of school,3,0,0,1,6,1,0.15,0,6,0.7
S08895,Bringing outsiders to school during school function/activity,2,1,1,2,5,1,0.493,0,2,0.375
S08896,Recruitment and/or membership in sororities and fraternities,4,2,0,0,4,1,0.315,0,5,0.667
S08897,Gaining access to the school computer or computer network,2,1,1,2,4,1,0.459,0,0,0.143
S08898,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",4,0,0,0,6,1,0.337,1,0,0.091
S08899,Students/fellow students - Physically,5,0,1,0,7,1,0.293,1,2,0.231
S08900,"Cheating in examinations, projects, case reports and research papers of others",4,1,2,1,7,1,0.284,1,0,0.083
S08901,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,3,0,1,4,1,0.356,0,3,0.5
S08902,Unexcused tardiness/absence from class,3,0,2,2,5,0,0.246,1,0,0.111
S08903,"Cheating in examinations, projects, case reports and research papers of others",0,0,0,0,1,1,0.279,0,2,1.5
S08904,Engaging in any form of gambling,7,1,1,1,8,1,0.417,0,0,0.062
S08905,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",5,0,2,1,6,0,0.165,1,0,0.083
S08906,Promoting or participating in immoral/indecent conduct on or off campus,2,3,0,0,3,1,0.447,1,1,0.333
S08907,Pushing of prohibited drugs,1,1,0,0,2,1,0.364,0,7,2.0
S08908,Membership in sororities and fraternities,7,2,1,0,7,1,0.619,1,0,0.067
S08909,"Wearing of scarves, patches, caps",1,1,4,1,4,0,0.28,0,1,0.333
S08910,Placing of stickers and other objects on school ID,4,0,2,1,6,0,0.227,1,0,0.091
S08911,Bullying (Cyber or otherwise) Faculty members/personnel,3,1,2,0,3,1,0.417,0,0,0.143
S08912,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,0,1,1,4,1,0.162,0,0,0.125
S08913,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,2,0,0,5,1,0.419,1,4,0.556
S08914,Engaging in any form of gambling,5,1,1,1,8,1,0.363,1,1,0.143
S08915,"Engaging outside marriage, obscene and immoral conduct in and off campus",2,1,0,1,3,1,0.231,1,1,0.333
S08916,Pushing of prohibited drugs,5,2,1,1,7,1,0.694,1,0,0.077
S08917,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",2,3,0,2,4,1,0.497,1,5,0.857
S08918,Leaving the classroom without permission during class hour and school activity,0,4,1,0,1,1,0.413,0,4,2.5
S08919,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",1,1,1,0,2,1,0.329,0,0,0.25
S08920,Organizing of groups for purpose of destroying school properties,5,2,1,0,6,1,0.374,1,0,0.083
S08921,Engaging in premarital sex,3,1,0,0,5,1,0.257,0,0,0.111
S08922,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",4,3,0,1,7,1,0.364,0,0,0.083
S08923,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",6,0,1,1,9,1,0.323,1,0,0.062
S08924,Lending/borrowing school ID as pass/for gate access,3,2,1,1,6,1,0.461,0,0,0.1
S08925,Pushing of prohibited drugs,4,2,0,1,5,1,0.654,0,1,0.2
S08926,Verbal or physical altercation between students or group of students,0,2,0,1,1,1,0.442,0,6,3.5
S08927,Wilful and malicious damage of the property of any member of school community,3,1,0,0,3,1,0.192,1,2,0.429
S08928,Conviction for a criminal offense by the administrator's judgment,3,1,1,0,3,1,0.279,1,6,1.0
S08929,Wearing of improper and other colored PE uniforms,3,0,1,1,6,0,0.338,0,1,0.2
S08930,Engaging in trouble outside the campus endangering the name of school,3,3,1,0,3,1,0.503,1,2,0.429
S08931,"Wearing of scarves, patches, caps",5,0,1,2,7,0,0.427,0,3,0.308
S08932,Unauthorized use of information,4,0,1,1,5,1,0.377,1,5,0.6
S08933,Unauthorized use of information,3,2,0,1,6,1,0.521,1,3,0.4
S08934,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",1,2,0,1,4,1,0.185,1,0,0.167
S08935,Indecency in media,2,0,0,0,4,0,0.154,1,2,0.429
S08936,Using another person's identity,2,1,1,1,4,1,0.317,0,7,1.143
S08937,Wearing of improper and other colored PE uniforms,5,1,0,0,7,0,0.366,1,0,0.077
S08938,Organizing of groups for purpose of destroying school properties,4,1,2,1,5,1,0.232,1,4,0.5
S08939,Real acts of threat (major/minor) that constitute incompatibility,6,2,1,1,9,1,0.502,1,0,0.062
S08940,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),2,0,4,1,4,0,0.408,0,1,0.286
S08941,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,0,1,0,3,1,0.27,0,6,1.0
S08942,Bullying (Cyber or otherwise) Faculty members/personnel,4,0,0,0,6,1,0.181,0,0,0.091
S08943,Public display of affection in any places inside the campus or in social media,1,1,2,1,2,0,0.244,0,3,1.0
S08944,Cybersecurity breach (plagiarism),2,3,0,1,3,1,0.463,0,2,0.5
S08945,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",6,0,1,0,8,1,0.445,1,0,0.067
S08946,Using another person's identity,1,2,1,1,2,1,0.263,0,3,1.0
S08947,"Possession or use of deadly weapons, explosives, prohibited drugs",2,1,1,1,4,1,0.385,0,0,0.143
S08948,Bringing outsiders to school during school function/activity,5,1,0,0,5,1,0.407,0,0,0.091
S08949,Consistent violation of school rules and regulations,1,3,0,0,1,1,0.505,0,2,1.0
S08950,Consistent violation of school rules and regulations,0,3,0,2,4,1,0.331,0,1,0.4
S08951,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",2,1,2,0,2,0,0.169,0,1,0.4
S08952,Colored dyed color/hair/beard,4,0,0,0,5,0,0.235,1,2,0.3
S08953,"Littering the campus (candy wrappers, bottles, plastic materials)",3,0,2,0,3,0,0.392,0,3,0.571
S08954,Gambling/betting in all forms,7,2,0,2,11,1,0.481,1,0,0.053
S08955,Bringing dishonor to the name of school,4,2,0,1,5,1,0.354,1,0,0.1
S08956,Forgery,3,3,0,1,5,1,0.652,1,2,0.333
S08957,Colored nail polish,6,0,0,1,9,0,0.099,1,1,0.125
S08958,"Possession or use of deadly weapons, explosives, prohibited drugs",4,2,0,0,5,1,0.508,0,0,0.1
S08959,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,5,3,0,0,6,1,0.707,0,4,0.417
S08960,"Cheating in examinations, projects, case reports and research papers of others",0,0,1,1,1,1,0.175,0,2,1.5
S08961,Lending/borrowing school ID as pass/for gate access,1,1,1,0,1,1,0.1,1,4,1.667
S08962,Gaining access to the school computer or computer network,5,1,1,1,6,1,0.268,1,3,0.333
S08963,"Wearing of scarves, patches, caps",4,0,0,1,7,0,0.241,1,1,0.167
S08964,"Grave threat on any student, personnel or administrator",4,2,0,1,7,1,0.445,0,4,0.417
S08965,Real acts of threat (major/minor) that constitute incompatibility,3,0,1,0,4,1,0.296,1,5,0.75
S08966,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",4,2,1,1,6,1,0.417,0,0,0.091
S08967,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",1,1,4,0,3,0,0.361,0,8,1.8
S08968,Engaging in premarital sex,4,1,2,1,7,1,0.367,1,0,0.083
S08969,"Wearing of scarves, patches, caps",3,0,0,1,6,0,0.206,0,0,0.1
S08970,Lack of respect to faculty/authority,6,3,1,1,9,1,0.486,1,0,0.062
S08971,Using another person's identity,5,3,0,2,8,1,0.649,1,2,0.214
S08972,Leaving the classroom without permission during class hour and school activity,6,0,0,0,7,1,0.545,1,0,0.071
S08973,Lack of respect to faculty/authority,4,1,1,1,7,1,0.223,1,5,0.5
S08974,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",5,4,2,2,7,1,0.513,0,2,0.231
S08975,Shoplifting,5,1,0,0,6,1,0.501,1,4,0.417
S08976,Extortion or blackmailing or attempt,7,2,0,2,11,1,0.489,1,0,0.053
S08977,"Purchase, sale or distribution of alcoholic beverages or cigarettes",4,4,1,1,6,1,0.48,0,0,0.091
S08978,Lack of respect to faculty/authority,3,0,0,1,6,1,0.263,0,4,0.5
S08979,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,3,1,1,5,1,0.488,1,6,0.778
S08980,Engaging in any form of gambling,6,3,2,0,8,1,0.633,1,0,0.067
S08981,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",3,0,0,1,4,1,0.275,0,1,0.25
S08982,"Possession or use of deadly weapons, explosives, prohibited drugs",1,3,1,2,3,1,0.406,0,4,1.0
S08983,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,2,4,1,0,4,1,0.454,0,7,1.143
S08984,Engaging in trouble outside the campus endangering the name of school,8,0,0,2,10,1,0.443,1,0,0.053
S08985,Extortion or blackmailing or attempt,5,0,1,1,7,1,0.31,1,0,0.077
S08986,Pushing of prohibited drugs,0,0,1,0,1,1,0.181,0,8,4.5
S08987,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",0,2,1,0,1,1,0.513,0,6,3.5
S08988,Students/fellow students - Verbally/Written,2,2,0,0,3,1,0.101,0,0,0.167
S08989,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",2,1,0,0,4,1,0.072,0,0,0.143
S08990,Cybersecurity breach (plagiarism),3,3,0,0,3,1,0.423,0,4,0.714
S08991,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,1,1,0,1,3,1,0.24,0,2,0.6
S08992,Cybersecurity breach (plagiarism),1,3,1,0,1,1,0.492,1,5,2.0
S08993,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",8,0,1,1,11,1,0.48,1,0,0.05
S08994,"Wearing of scarves, patches, caps",5,0,2,2,9,0,0.467,0,0,0.067
S08995,Engaging in trouble outside the campus endangering the name of school,5,1,0,1,8,1,0.441,0,0,0.071
S08996,Bringing outsiders to school for improper purpose,1,3,0,1,4,1,0.491,0,0,0.167
S08997,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),6,1,1,1,7,0,0.294,1,0,0.071
S08998,"Wearing of scarves, patches, caps",5,0,3,2,9,0,0.448,1,0,0.067
S08999,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",3,2,0,1,4,1,0.422,1,1,0.25
S09000,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,2,1,0,4,1,0.31,1,0,0.111
S09001,"Vandalism, destruction of school properties",7,1,0,2,9,1,0.533,1,0,0.059
S09002,Providing/financing parties for prohibited drugs,5,2,1,0,5,1,0.48,1,2,0.273
S09003,"Vandalism, destruction of school properties",5,2,0,1,6,1,0.325,1,0,0.083
S09004,Organizing of groups for purpose of destroying school properties,0,0,1,0,1,1,0.1,0,1,1.0
S09005,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",0,1,1,0,1,1,0.416,0,2,1.5
S09006,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",8,0,0,0,9,0,0.254,1,0,0.056
S09007,Circulating destructive language and statement that is against the school through any platform,2,4,0,0,4,1,0.493,0,4,0.714
S09008,Unauthorized use of information,4,0,2,1,6,1,0.405,1,0,0.091
S09009,Real acts of threat (major/minor) that constitute incompatibility,1,1,1,1,2,1,0.213,0,3,1.0
S09010,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,0,2,1,0,2,1,0.446,0,7,2.667
S09011,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,5,0,3,2,7,0,0.451,1,0,0.077
S09012,Students/fellow students - Physically,3,0,0,0,5,1,0.266,0,6,0.778
S09013,"Falsification of official documents, test papers, clearances and confidential",0,0,1,1,1,1,0.134,0,9,5.0
S09014,Bringing outsiders to school during school function/activity,4,1,0,1,5,1,0.556,0,0,0.1
S09015,Real acts of threat (major/minor) that constitute incompatibility,2,4,0,0,2,1,0.55,0,0,0.2
S09016,Forgery,6,3,0,0,8,1,0.721,1,0,0.067
S09017,Assault fellow students,5,2,2,0,6,1,0.533,1,4,0.417
S09018,"Littering the campus (candy wrappers, bottles, plastic materials)",1,0,2,0,2,0,0.162,0,1,0.5
S09019,Circulating destructive language and statement that is against the school through any platform,3,2,0,0,4,1,0.487,0,1,0.25
S09020,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",7,2,0,0,9,1,0.465,1,0,0.059
S09021,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",0,0,2,2,3,0,0.3,0,3,1.0
S09022,Engaging in trouble outside the campus endangering the name of school,8,0,0,1,9,1,0.348,1,0,0.056
S09023,Colored dyed color/hair/beard,6,1,3,2,9,0,0.442,1,0,0.062
S09024,Providing/financing parties for prohibited drugs,0,0,0,2,3,1,0.309,1,6,1.75
S09025,Indecency in media,1,0,4,1,4,0,0.298,0,4,0.833
S09026,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",2,3,2,1,3,1,0.447,1,1,0.333
S09027,Consistent violation of school rules and regulations,7,0,1,0,8,1,0.429,0,0,0.062
S09028,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,0,0,1,7,0,0.313,1,0,0.083
S09029,"Vandalism, destruction of school properties",3,3,0,1,4,1,0.638,0,5,0.75
S09030,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,0,1,1,4,1,0.192,1,0,0.125
S09031,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),3,0,3,1,5,0,0.269,1,0,0.111
S09032,Students/fellow students - Verbally/Written,7,2,1,0,7,1,0.569,1,0,0.067
S09033,Wearing of improper and other colored PE uniforms,3,0,0,1,6,0,0.024,1,0,0.1
S09034,"Wearing of scarves, patches, caps",3,0,0,1,5,0,0.211,1,0,0.111
S09035,Bringing outsiders to school during school function/activity,2,3,1,1,4,1,0.23,1,0,0.143
S09036,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",1,0,1,2,3,0,0.321,0,5,1.2
S09037,Pushing of prohibited drugs,0,0,0,0,1,1,0.076,0,7,4.0
S09038,"Vandalism, destruction of school properties",3,2,0,0,3,1,0.556,0,0,0.143
S09039,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",3,0,1,0,5,0,0.048,0,0,0.111
S09040,Posting below or circulating destructive language or signs in the internet or through multimedia,0,3,1,0,2,1,0.622,0,9,3.333
S09041,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",1,4,0,0,2,1,0.468,1,0,0.25
S09042,Engaging in any form of gambling,5,4,2,0,6,1,0.544,0,0,0.083
S09043,Shoplifting,5,3,1,0,7,1,0.71,0,0,0.077
S09044,Circulating destructive language and statement that is against the school through any platform,5,3,2,0,7,1,0.49,1,0,0.077
