student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation
SYN9256,Colored dyed color/hair/beard,1,1,0,0,2,0,0.77,1
SYN9257,Wearing of improper and other colored PE uniforms,0,0,0,2,5,0,0.5,0
SYN9258,Pushing of prohibited drugs,2,1,1,0,3,1,0.9,1
SYN9259,Placing of stickers and other objects on school ID,1,0,1,2,4,0,0.86,1
SYN9260,Forgery,0,0,0,0,4,1,0.0,0
SYN9261,Wearing of improper and other colored PE uniforms,2,2,0,0,3,0,1.0,1
SYN9262,Lack of respect to faculty/authority,0,0,0,0,8,1,0.0,0
SYN9263,Colored nail polish,0,0,0,1,6,0,0.21,0
SYN9264,Inciting others to violate school regulations or norms,3,0,3,0,5,1,0.65,0
SYN9265,Colored dyed color/hair/beard,1,0,1,0,2,0,0.43,0
SYN9266,Wilful failure to comply with promises or notices,1,1,0,0,3,1,0.57,0
SYN9267,Unbecoming attitude of an image as Pitikarts such as lewd conduct,1,1,0,0,7,1,0.29,0
SYN9268,Indecency in media,0,0,0,0,1,0,0.0,0
SYN9269,Assault fellow students,0,0,0,0,2,1,0.0,0
SYN9270,Unbecoming attitude of an image as Pitikarts such as lewd conduct,1,1,0,1,1,1,1.0,1
SYN9271,Colored nail polish,0,0,0,0,4,0,0.0,0
SYN9272,Recruitment and/or membership in sororities and fraternities,1,0,1,0,3,1,0.32,0
SYN9273,Engaging in any form of gambling,1,1,0,1,5,1,0.63,0
SYN9274,Wearing and using of electronic headset and/or audio devices,1,0,1,0,4,0,0.26,0
SYN9275,Placing of stickers and other objects on school ID,2,0,2,0,5,0,0.43,0
SYN9276,"Wearing of plunging necklines, backless, spaghetti straps",1,0,1,0,4,1,0.26,0
SYN9277,Engaging in any form of gambling,0,0,0,0,2,1,0.0,0
SYN9278,Inciting others to violate school regulations or norms,1,0,1,0,11,1,0.11,0
SYN9279,Assault fellow students,0,0,0,1,4,1,0.3,0
SYN9280,"Falsification of official documents, test papers, records",0,0,0,0,6,1,0.0,0
SYN9281,Verbal or physical altercation between students or personnel,3,0,3,1,4,1,1.0,1
SYN9282,Engaging in premarital sex,0,0,0,0,4,1,0.0,0
SYN9283,"Grave threat on any student, personnel or administrator",0,0,0,1,7,1,0.19,0
SYN9284,"Purchase, sale or distribution of alcoholic beverages",0,0,0,0,2,1,0.0,0
SYN9285,Recruitment and/or membership in sororities and fraternities,0,0,0,0,5,1,0.0,0
SYN9286,"Smoking, vaping or possession of cigarettes, drinks, etc.",2,0,2,1,4,1,0.82,1
SYN9287,"Smoking, vaping or possession of cigarettes, drinks, etc.",2,2,0,0,1,1,1.0,1
SYN9288,Promoting or participating in immoral/indecent conduct,0,0,0,0,2,1,0.0,0
SYN9289,Unauthorized use of information,0,0,0,0,3,1,0.0,0
SYN9290,Cybersecurity breach (plagiarism),1,0,1,0,1,1,0.65,0
SYN9291,"Purchase, sale or distribution of alcoholic beverages",0,0,0,1,9,1,0.15,0
SYN9292,Bringing outsiders to school for improper purpose,3,0,3,0,2,1,1.0,1
SYN9293,Unauthorized use of information,0,0,0,0,3,1,0.0,0
SYN9294,"Cheating in examinations, projects, case reports and other work",0,0,0,1,4,1,0.3,0
SYN9295,Lending/borrowing school ID as pass/for gate access,1,1,0,0,4,1,0.46,0
SYN9296,Wilful and malicious damage of the property of any member,0,0,0,0,2,1,0.0,0
SYN9297,"A student caught lending, borrowing, using another's ID",2,0,2,0,4,0,0.52,0
SYN9298,"Smoking, vaping or possession of cigarettes, drinks, etc.",1,1,0,0,5,1,0.38,0
SYN9299,Wearing of accessories not part of the daily uniform,1,1,0,0,5,0,0.38,0
SYN9300,Leaving the classroom without permission during class hours,0,0,0,2,6,1,0.43,0
SYN9301,Verbal or physical altercation between students or personnel,1,0,1,0,2,1,0.43,0
SYN9302,Gaining access to the school computer or computer system,2,0,2,0,5,1,0.43,0
SYN9303,"Vandalism, destruction of school properties",0,0,0,1,5,1,0.25,0
SYN9304,Jumping over the fence,1,1,0,0,6,1,0.33,0
SYN9305,Membership in sororities and fraternities,1,0,1,1,4,1,0.56,0
SYN9306,Using another person's identity,2,0,2,2,7,1,0.7,1
SYN9307,Not following prescribed hair cut (trendy/punk haircut),1,1,0,0,7,0,0.29,0
SYN9308,Shoplifting,1,0,1,0,9,1,0.13,0
SYN9309,Lack of respect to faculty/authority,2,0,2,1,4,1,0.82,1
SYN9310,Bringing outsiders to school for improper purpose,1,0,1,0,1,1,0.65,0
SYN9311,"Cheating in examinations, projects, case reports and other work",1,0,1,0,3,1,0.32,0
SYN9312,Gambling/betting in all forms,0,0,0,0,8,1,0.0,0
SYN9313,"A student caught lending, borrowing, using another's ID",0,0,0,0,6,0,0.0,0
SYN9314,"Wearing of ripped/distressed jeans, crop top, sleeveless shirt",1,0,1,1,3,0,0.7,1
SYN9315,Posing of bikini pictures or other videos/body exposure online,1,0,1,0,3,0,0.32,0
SYN9316,Wearing and using of electronic headset and/or audio devices,2,0,2,2,6,0,0.8,1
SYN9317,Wearing of accessories not part of the daily uniform,0,0,0,0,5,0,0.0,0
SYN9318,Indecency in media,0,0,0,2,4,0,0.6,0
SYN9319,Organizing of groups for purpose of destroying school harmony,0,0,0,0,1,1,0.0,0
SYN9320,Gaining access to the school computer or computer system,0,0,0,0,6,1,0.0,0
SYN9321,Direct assault on any member of the school community,1,1,0,1,9,1,0.38,0
SYN9322,"A student caught lending, borrowing, using another's ID",3,0,3,0,3,0,0.98,1
SYN9323,"Forging signatures of school authorities, parents, guardians",4,1,3,0,3,1,1.0,1
SYN9324,Indecency in media,2,1,1,0,6,0,0.51,0
SYN9325,Unauthorized enrichment or stealing whether attempted or not,0,0,0,0,6,1,0.0,0
SYN9326,"Littering the campus (candy wrappers, bottles, plastics, etc.)",0,0,0,0,5,0,0.0,0
SYN9327,"Shouting, yelling boisterously, jeering, dropping materials",2,2,0,0,4,0,0.92,1
SYN9328,"Introduction of improper, foul or indecent language online",0,0,0,0,5,1,0.0,0
SYN9329,Use of foul language,0,0,0,1,5,0,0.25,0
SYN9330,"Wearing of scarves, patches, caps",2,0,2,0,5,0,0.43,0
SYN9331,Wearing of improper and other colored PE uniforms,3,1,2,1,5,0,1.0,1
SYN9332,Verbal or physical altercation between students or personnel,0,0,0,0,2,1,0.0,0
SYN9333,"Vandalism, destruction of school properties",1,1,0,2,4,1,1.0,1
SYN9334,Colored dyed color/hair/beard,3,1,2,0,2,0,1.0,1
SYN9335,Gaining access to the school computer or computer system,3,1,2,0,5,1,0.82,1
SYN9336,"Engaging outside marriage, obscene and immoral conduct",1,1,0,0,2,1,0.77,1
SYN9337,Posting below or circulating destructive language or hate speech,2,1,1,1,3,1,1.0,1
SYN9338,Indecency in media,0,0,0,0,5,0,0.0,0
SYN9339,Public display of affection in any places inside the campus,0,0,0,1,7,0,0.19,0
SYN9340,"Damage, destruction of network, computer or information system",0,0,0,1,5,1,0.25,0
SYN9341,Recruitment and/or membership in sororities and fraternities,2,0,2,0,4,1,0.52,0
SYN9342,Wearing of improper and other colored PE uniforms,2,2,0,1,4,0,1.0,1
SYN9343,Preventing normal operation (e.g. changing system configuration),3,2,1,1,4,1,1.0,1
SYN9344,Unbecoming attitude of an image as Pitikarts such as lewd conduct,0,0,0,0,5,1,0.0,0
SYN9345,Lack of respect to faculty/authority,0,0,0,1,2,1,0.5,0
SYN9346,Engaging in premarital sex,2,0,2,0,3,1,0.65,0
SYN9347,"Gross acts of disobedience, disrespect in words and action",2,1,1,1,4,1,1.0,1
SYN9348,"Gross acts of disobedience, disrespect in words and action",1,1,0,0,5,1,0.38,0
SYN9349,"Possession or use of deadly weapons, explosives, projectiles",2,1,1,0,2,1,1.0,1
SYN9350,"Shouting, yelling boisterously, jeering, dropping materials",0,0,0,1,2,0,0.5,0
SYN9351,"Littering the campus (candy wrappers, bottles, plastics, etc.)",0,0,0,0,5,0,0.0,0
SYN9352,Lack of respect to faculty/authority,4,1,3,0,5,1,1.0,1
SYN9353,Recruitment and/or membership in sororities and fraternities,0,0,0,0,4,1,0.0,0
SYN9354,Promoting or participating in immoral/indecent conduct,0,0,0,0,4,1,0.0,0
SYN9355,Gambling/betting in all forms,1,1,0,0,3,1,0.57,0
SYN9356,Indecency in media,0,0,0,0,6,0,0.0,0
SYN9357,Bringing outsiders to school for improper purpose,0,0,0,0,1,1,0.0,0
SYN9358,Forgery,0,0,0,1,5,1,0.25,0
SYN9359,Engaging in premarital sex,1,0,1,2,7,1,0.54,0
SYN9360,Organizing of groups for purpose of destroying school harmony,2,2,0,0,4,1,0.92,1
SYN9361,Indecency in media,0,0,0,0,6,0,0.0,0
SYN9362,Verbal or physical altercation between students or personnel,0,0,0,1,8,1,0.17,0
SYN9363,Membership in sororities and fraternities,0,0,0,0,4,1,0.0,0
SYN9364,Lack of respect to faculty/authority,0,0,0,0,3,1,0.0,0
SYN9365,"Falsification of official documents, test papers, records",1,0,1,0,3,1,0.32,0
SYN9366,"Damage, destruction of network, computer or information system",2,2,0,1,4,1,1.0,1
SYN9367,Leaving the classroom without permission during class hours,0,0,0,0,2,1,0.0,0
SYN9368,"Damage, destruction of network, computer or information system",0,0,0,0,2,1,0.0,0
SYN9369,"Wearing of heavy make-up or cosmetics (dark mascara, lipstick)",1,1,0,0,7,0,0.29,0
SYN9370,"Stealing property of the school, students, school personnel",3,1,2,1,7,1,0.8,1
SYN9371,Wearing inappropriate/incomplete uniform (No valid reason),2,1,1,0,3,0,0.9,1
SYN9372,Pushing of prohibited drugs,0,0,0,1,6,1,0.21,0
SYN9373,"Altering information (e.g., changing the password or credentials)",0,0,0,1,4,1,0.3,0
SYN9374,"Introducing false information, accessing someone else's data",1,1,0,2,4,1,1.0,1
SYN9375,Posing of bikini pictures or other videos/body exposure online,0,0,0,0,6,0,0.0,0
SYN9376,Lending/borrowing school ID as pass/for gate access,2,1,1,1,2,1,1.0,1
SYN9377,Conviction for a criminal offense by authorities,1,0,1,1,6,1,0.4,0
SYN9378,Promoting or participating in immoral/indecent conduct,0,0,0,1,6,1,0.21,0
SYN9379,Real acts of threat (major/minor) that constitute danger,1,0,1,1,8,1,0.31,0
SYN9380,Cybersecurity breach (plagiarism),0,0,0,2,8,1,0.33,0
SYN9381,Wearing inappropriate/incomplete uniform (No valid reason),1,0,1,1,6,0,0.4,0
SYN9382,Gaining access to the school computer or computer system,3,0,3,1,8,1,0.6,0
SYN9383,"Introduction of improper, foul or indecent language online",1,1,0,2,3,1,1.0,1
SYN9384,Engaging in premarital sex,2,1,1,1,5,1,0.85,1
SYN9385,"Stealing property of the school, students, school personnel",1,0,1,0,4,1,0.26,0
SYN9386,Promoting or participating in immoral/indecent conduct,0,0,0,0,4,1,0.0,0
SYN9387,"Grave threat on any student, personnel or administrator",0,0,0,0,4,1,0.0,0
SYN9388,"Damage, destruction of network, computer or information system",1,1,0,2,7,1,0.66,1
SYN9389,Gambling/betting in all forms,2,1,1,1,5,1,0.85,1
SYN9390,Unexcused tardiness/absence from class,3,0,3,1,5,0,0.9,1
SYN9391,Use of foul language,2,2,0,0,2,0,1.0,1
SYN9392,Shoplifting,1,0,1,0,4,1,0.26,0
SYN9393,"Gross acts of disobedience, disrespect in words and action",2,1,1,0,6,1,0.51,0
SYN9394,"Forging signatures of school authorities, parents, guardians",2,2,0,0,4,1,0.92,1
SYN9395,Colored dyed color/hair/beard,1,1,0,1,5,0,0.63,0
SYN9396,"Wearing of heavy make-up or cosmetics (dark mascara, lipstick)",0,0,0,0,4,0,0.0,0
SYN9397,Unbecoming attitude of an image as Pitikarts such as lewd conduct,0,0,0,1,6,1,0.21,0
SYN9398,"Forging signatures of school authorities, parents, guardians",1,0,1,0,3,1,0.32,0
SYN9399,Inciting others to violate school regulations or norms,1,0,1,1,7,1,0.35,0
SYN9400,"Smoking, vaping or possession of cigarettes, drinks, etc.",0,0,0,1,6,1,0.21,0
SYN9401,Engaging in premarital sex,1,1,0,0,1,1,1.0,1
SYN9402,Bringing outsiders to school for improper purpose,0,0,0,0,6,1,0.0,0
SYN9403,"Damage, destruction of network, computer or information system",0,0,0,1,5,1,0.25,0
SYN9404,Cybersecurity breach (plagiarism),3,1,2,1,7,1,0.8,1
SYN9405,Verbal or physical altercation between students or personnel,0,0,0,0,2,1,0.0,0
SYN9406,Posing of bikini pictures or other videos/body exposure online,2,2,0,0,7,0,0.57,0
SYN9407,Cybersecurity breach (plagiarism),3,0,3,0,7,1,0.49,0
SYN9408,Lack of respect to faculty/authority,3,1,2,1,4,1,1.0,1
SYN9409,Extortion or blackmailing or attempt,0,0,0,0,3,1,0.0,0
SYN9410,"Wearing of scarves, patches, caps",3,1,2,2,13,0,0.56,0
SYN9411,Bringing outsiders to school during school functions,2,0,2,0,7,1,0.32,0
SYN9412,"Wearing of plunging necklines, backless, spaghetti straps",1,1,0,1,5,1,0.63,0
SYN9413,Posting below or circulating destructive language or hate speech,0,0,0,0,6,1,0.0,0
SYN9414,Unexcused tardiness/absence from class,0,0,0,0,5,0,0.0,0
SYN9415,"Gross acts of disobedience, disrespect in words and action",2,1,1,0,3,1,0.9,1
SYN9416,"Damage, destruction of network, computer or information system",0,0,0,1,5,1,0.25,0
SYN9417,Recruitment and/or membership in sororities and fraternities,0,0,0,0,6,1,0.0,0
SYN9418,"Wearing of scarves, patches, caps",1,0,1,0,2,0,0.43,0
SYN9419,Lack of respect to faculty/authority,3,0,3,0,2,1,1.0,1
SYN9420,"Gross acts of disobedience, disrespect in words and action",1,0,1,0,6,1,0.19,0
SYN9421,"Littering the campus (candy wrappers, bottles, plastics, etc.)",2,1,1,0,3,0,0.9,1
SYN9422,Bullying (Cyber or otherwise) Faculty members/personnel,1,1,0,1,3,1,0.95,1
SYN9423,"Forging signatures of school authorities, parents, guardians",1,0,1,0,3,1,0.32,0
SYN9424,Engaging in any form of gambling,1,0,1,1,6,1,0.4,0
SYN9425,"Wearing of heavy make-up or cosmetics (dark mascara, lipstick)",0,0,0,0,4,0,0.0,0
SYN9426,Consistent violation of school rules and regulations,0,0,0,0,6,1,0.0,0
SYN9427,"Smoking, vaping or possession of cigarettes, drinks, etc.",1,1,0,1,6,1,0.54,0
SYN9428,Wilful and malicious damage of the property of any member,0,0,0,0,5,1,0.0,0
SYN9429,Shoplifting,1,0,1,0,7,1,0.16,0
SYN9430,Engaging in any form of gambling,3,1,2,0,4,1,0.98,1
SYN9431,"Introduction of improper, foul or indecent language online",3,2,1,0,0,1,1.0,1
SYN9432,"Smoking, vaping or possession of cigarettes, drinks, etc.",0,0,0,0,2,1,0.0,0
SYN9433,Cybersecurity breach (plagiarism),2,0,2,1,3,1,1.0,1
SYN9434,"Insubordination to authorities, supervisors, and personnel",0,0,0,2,5,1,0.5,0
SYN9435,Students/fellow students - Verbally/Written,0,0,0,1,1,1,0.75,1
SYN9436,Colored dyed color/hair/beard,2,1,1,1,9,0,0.51,0
SYN9437,Bringing outsiders to school during school functions,1,1,0,2,6,1,0.76,1
SYN9438,Colored nail polish,0,0,0,1,6,0,0.21,0
SYN9439,"Gross acts of disobedience, disrespect in words and action",0,0,0,0,1,1,0.0,0
SYN9440,Organizing of groups for purpose of destroying school harmony,1,0,1,0,4,1,0.26,0
SYN9441,Pushing of prohibited drugs,0,0,0,1,8,1,0.17,0
SYN9442,Direct assault on any member of the school community,1,1,0,0,6,1,0.33,0
SYN9443,Wearing of improper and other colored PE uniforms,2,1,1,1,6,0,0.73,1
SYN9444,"Stealing property of the school, students, school personnel",2,1,1,2,6,1,0.94,1
SYN9445,"Purchase, sale or distribution of alcoholic beverages",0,0,0,1,4,1,0.3,0
SYN9446,Wilful and malicious damage of the property of any member,0,0,0,0,0,1,0.0,0
SYN9447,Providing/financing parties for prohibited drugs,0,0,0,0,3,1,0.0,0
SYN9448,"Damage, destruction of network, computer or information system",0,0,0,2,5,1,0.5,0
SYN9449,Posing of bikini pictures or other videos/body exposure online,2,0,2,0,5,0,0.43,0
SYN9450,Forgery,0,0,0,1,7,1,0.19,0
SYN9451,"Insubordination to authorities, supervisors, and personnel",1,0,1,0,4,1,0.26,0
SYN9452,Not following prescribed hair cut (trendy/punk haircut),1,0,1,1,10,0,0.25,0
SYN9453,Promoting or participating in immoral/indecent conduct,0,0,0,2,6,1,0.43,0
SYN9454,Recruitment and/or membership in sororities and fraternities,0,0,0,2,6,1,0.43,0
SYN9455,"Grave threat on any student, personnel or administrator",0,0,0,1,5,1,0.25,0
SYN9456,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",1,1,0,1,2,0,1.0,1
SYN9457,"Smoking, vaping or possession of cigarettes, drinks, etc.",1,1,0,1,5,1,0.63,0
SYN9458,Pushing of prohibited drugs,2,2,0,1,9,1,0.61,0
SYN9459,Circulating destructive language and statement that defames,0,0,0,2,8,1,0.33,0
SYN9460,Posing of bikini pictures or other videos/body exposure online,0,0,0,0,5,0,0.0,0
SYN9461,Gambling/betting in all forms,0,0,0,0,6,1,0.0,0
SYN9462,Using another person's identity,1,1,0,0,6,1,0.33,0
SYN9463,"Introduction of improper, foul or indecent language online",0,0,0,0,4,1,0.0,0
SYN9464,"Littering the campus (candy wrappers, bottles, plastics, etc.)",1,1,0,0,7,0,0.29,0
SYN9465,"Gross acts of disobedience, disrespect in words and action",2,2,0,0,6,1,0.66,1
SYN9466,"Display, possession or distribution of pornographic materials",0,0,0,0,5,1,0.0,0
SYN9467,Unexcused tardiness/absence from class,2,1,1,0,4,0,0.72,1
SYN9468,Unbecoming attitude of an image as Pitikarts such as lewd conduct,2,0,2,0,1,1,1.0,1
SYN9469,"Damage, destruction of network, computer or information system",1,0,1,1,5,1,0.47,0
SYN9470,Bringing outsiders to school for improper purpose,1,0,1,0,3,1,0.32,0
SYN9471,Posting below or circulating destructive language or hate speech,0,0,0,2,5,1,0.5,0
SYN9472,Gaining access to the school computer or computer system,1,1,0,1,6,1,0.54,0
SYN9473,Colored nail polish,1,0,1,0,6,0,0.19,0
SYN9474,Conviction for a criminal offense by authorities,0,0,0,0,4,1,0.0,0
SYN9475,Wearing of accessories not part of the daily uniform,0,0,0,1,6,0,0.21,0
SYN9476,Unauthorized enrichment or stealing whether attempted or not,0,0,0,0,6,1,0.0,0
SYN9477,"Cheating in examinations, projects, case reports and other work",1,1,0,0,5,1,0.38,0
SYN9478,Bringing outsiders to school during school functions,0,0,0,1,6,1,0.21,0
SYN9479,Not following prescribed hair cut (trendy/punk haircut),1,1,0,0,5,0,0.38,0
SYN9480,Engaging in any form of gambling,1,0,1,0,5,1,0.22,0
SYN9481,Wearing inappropriate/incomplete uniform (No valid reason),2,0,2,1,1,0,1.0,1
SYN9482,Use of foul language,2,2,0,0,3,0,1.0,1
SYN9483,Viewing pornographic sites on the Internet/website,2,2,0,2,7,1,0.95,1
SYN9484,"A student caught lending, borrowing, using another's ID",3,1,2,0,8,0,0.54,0
SYN9485,Lack of respect to faculty/authority,1,0,1,1,5,1,0.47,0
SYN9486,Real acts of threat (major/minor) that constitute danger,0,0,0,0,2,1,0.0,0
SYN9487,Engaging in trouble outside the campus endangering others,4,1,3,0,3,1,1.0,1
SYN9488,Engaging in premarital sex,2,0,2,1,1,1,1.0,1
SYN9489,Promoting or participating in immoral/indecent conduct,0,0,0,1,5,1,0.25,0
SYN9490,"Damage, destruction of network, computer or information system",2,1,1,2,7,1,0.82,1
SYN9491,Promoting or participating in immoral/indecent conduct,2,1,1,0,8,1,0.4,0
SYN9492,Gaining access to the school computer or computer system,0,0,0,1,4,1,0.3,0
SYN9493,Engaging in premarital sex,0,0,0,2,11,1,0.25,0
SYN9494,Membership in sororities and fraternities,1,0,1,0,4,1,0.26,0
SYN9495,Placing of stickers and other objects on school ID,0,0,0,0,4,0,0.0,0
SYN9496,"Forging signatures of school authorities, parents, guardians",0,0,0,0,3,1,0.0,0
SYN9497,Assault fellow students,1,1,0,0,2,1,0.77,1
SYN9498,"Littering the campus (candy wrappers, bottles, plastics, etc.)",0,0,0,0,4,0,0.0,0
SYN9499,Unauthorized use of information,4,1,3,0,3,1,1.0,1
SYN9500,Colored nail polish,1,1,0,0,5,0,0.38,0
SYN9501,Circulating destructive language and statement that defames,1,0,1,1,5,1,0.47,0
SYN9502,"Purchase, sale or distribution of alcoholic beverages",0,0,0,0,4,1,0.0,0
SYN9503,Pushing of prohibited drugs,0,0,0,0,4,1,0.0,0
SYN9504,"Falsification of official documents, test papers, records",0,0,0,0,4,1,0.0,0
SYN9505,Promoting or participating in immoral/indecent conduct,2,0,2,2,3,1,1.0,1
SYN9506,Engaging in any form of gambling,0,0,0,0,2,1,0.0,0
SYN9507,"Introducing false information, accessing someone else's data",0,0,0,2,3,1,0.75,1
SYN9508,Use of foul language,1,0,1,0,4,0,0.26,0
SYN9509,Inciting others to violate school regulations or norms,2,0,2,0,2,1,0.87,1
SYN9510,"Display, possession or distribution of pornographic materials",0,0,0,2,7,1,0.38,0
SYN9511,Leaving the classroom without permission during class hours,4,1,3,0,1,1,1.0,1
SYN9512,Unexcused tardiness/absence from class,1,1,0,0,7,0,0.29,0
SYN9513,Not following prescribed hair cut (trendy/punk haircut),1,1,0,0,4,0,0.46,0
SYN9514,Indecency in media,1,1,0,0,2,0,0.77,1
SYN9515,Bullying (Cyber or otherwise) Faculty members/personnel,0,0,0,0,2,1,0.0,0
SYN9516,"Damage, destruction of network, computer or information system",0,0,0,0,3,1,0.0,0
SYN9517,Extortion or blackmailing or attempt,1,1,0,1,7,1,0.48,0
SYN9518,"Shouting, yelling boisterously, jeering, dropping materials",3,1,2,0,4,0,0.98,1
SYN9519,"A student caught lending, borrowing, using another's ID",2,0,2,0,6,0,0.37,0
SYN9520,Engaging in any form of gambling,3,0,3,0,1,1,1.0,1
SYN9521,Preventing normal operation (e.g. changing system configuration),0,0,0,0,3,1,0.0,0
SYN9522,Using another person's identity,0,0,0,0,4,1,0.0,0
SYN9523,Shoplifting,2,2,0,1,5,1,1.0,1
SYN9524,Engaging in trouble outside the campus endangering others,1,1,0,0,3,1,0.57,0
SYN9525,Promoting or participating in immoral/indecent conduct,2,0,2,1,5,1,0.68,1
SYN9526,Preventing normal operation (e.g. changing system configuration),1,1,0,0,8,1,0.26,0
SYN9527,Unexcused tardiness/absence from class,0,0,0,0,2,0,0.0,0
SYN9528,Circulating destructive language and statement that defames,1,1,0,0,4,1,0.46,0
SYN9529,"Falsification of official documents, test papers, records",1,0,1,1,5,1,0.47,0
SYN9530,Bringing outsiders to school for improper purpose,1,1,0,0,7,1,0.29,0
SYN9531,Indecency in media,2,0,2,0,10,0,0.24,0
SYN9532,Engaging in trouble outside the campus endangering others,0,0,0,0,4,1,0.0,0
SYN9533,Unexcused tardiness/absence from class,1,0,1,0,5,0,0.22,0
SYN9534,Verbal or physical altercation between students or personnel,2,2,0,1,7,1,0.76,1
SYN9535,"Wearing of plunging necklines, backless, spaghetti straps",0,0,0,0,6,1,0.0,0
SYN9536,"Littering the campus (candy wrappers, bottles, plastics, etc.)",2,1,1,1,7,0,0.64,0
SYN9537,Wearing of accessories not part of the daily uniform,0,0,0,1,5,0,0.25,0
SYN9538,"Display, possession or distribution of pornographic materials",1,1,0,0,3,1,0.57,0
SYN9539,"Altering information (e.g., changing the password or credentials)",0,0,0,1,6,1,0.21,0
SYN9540,Unbecoming attitude of an image as Pitikarts such as lewd conduct,0,0,0,1,2,1,0.5,0
SYN9541,"Insubordination to authorities, supervisors, and personnel",2,1,1,0,5,1,0.6,0
SYN9542,"Grave threat on any student, personnel or administrator",1,0,1,2,8,1,0.48,0
SYN9543,Gambling/betting in all forms,0,0,0,0,4,1,0.0,0
SYN9544,Recruitment and/or membership in sororities and fraternities,0,0,0,1,9,1,0.15,0
SYN9545,"Purchase, sale or distribution of alcoholic beverages",1,1,0,0,3,1,0.57,0
SYN9546,"Altering information (e.g., changing the password or credentials)",1,0,1,2,7,1,0.54,0
SYN9547,Real acts of threat (major/minor) that constitute danger,2,1,1,2,5,1,1.0,1
SYN9548,"Falsification of official documents, test papers, records",3,0,3,0,4,1,0.78,1
SYN9549,"Possession or use of deadly weapons, explosives, projectiles",2,1,1,0,1,1,1.0,1
SYN9550,Public display of affection in any places inside the campus,0,0,0,2,8,0,0.33,0
SYN9551,Wearing of accessories not part of the daily uniform,0,0,0,0,4,0,0.0,0
SYN9552,Wearing and using of electronic headset and/or audio devices,1,1,0,0,3,0,0.57,0
SYN9553,Unauthorized enrichment or stealing whether attempted or not,1,1,0,0,5,1,0.38,0
SYN9554,Forgery,0,0,0,1,6,1,0.21,0
SYN9555,Assault fellow students,0,0,0,0,6,1,0.0,0
SYN9556,Wearing inappropriate/incomplete uniform (No valid reason),0,0,0,1,5,0,0.25,0
SYN9557,Indecency in media,1,0,1,0,4,0,0.26,0
SYN9558,Viewing pornographic sites on the Internet/website,1,0,1,2,8,1,0.48,0
SYN9559,Engaging in any form of gambling,1,0,1,1,6,1,0.4,0
SYN9560,"Smoking, vaping or possession of cigarettes, drinks, etc.",0,0,0,0,5,1,0.0,0
SYN9561,Lack of respect to faculty/authority,2,1,1,0,4,1,0.72,1
SYN9562,"Littering the campus (candy wrappers, bottles, plastics, etc.)",3,2,1,2,6,0,1.0,1
SYN9563,"Altering information (e.g., changing the password or credentials)",1,0,1,1,7,1,0.35,0
SYN9564,Assault fellow students,0,0,0,0,6,1,0.0,0
SYN9565,Use of foul language,2,0,2,0,4,0,0.52,0
SYN9566,Bringing outsiders to school during school functions,1,0,1,0,2,1,0.43,0
SYN9567,Verbal or physical altercation between students or personnel,1,0,1,0,4,1,0.26,0
SYN9568,"Purchase, sale or distribution of alcoholic beverages",2,0,2,0,4,1,0.52,0
SYN9569,"Altering information (e.g., changing the password or credentials)",1,1,0,0,4,1,0.46,0
SYN9570,Wearing and using of electronic headset and/or audio devices,0,0,0,0,3,0,0.0,0
SYN9571,Inciting others to violate school regulations or norms,0,0,0,0,5,1,0.0,0
SYN9572,Circulating destructive language and statement that defames,0,0,0,0,7,1,0.0,0
SYN9573,Consistent violation of school rules and regulations,3,1,2,2,5,1,1.0,1
SYN9574,"Vandalism, destruction of school properties",0,0,0,1,3,1,0.38,0
SYN9575,Students/fellow students - Verbally/Written,1,0,1,0,1,1,0.65,0
SYN9576,Students/fellow students - Verbally/Written,2,1,1,0,3,1,0.9,1
SYN9577,Forgery,1,1,0,2,4,1,1.0,1
SYN9578,"Damage, destruction of network, computer or information system",0,0,0,2,3,1,0.75,1
SYN9579,"Shouting, yelling boisterously, jeering, dropping materials",0,0,0,0,2,0,0.0,0
SYN9580,Posing of bikini pictures or other videos/body exposure online,0,0,0,1,6,0,0.21,0
SYN9581,"Damage, destruction of network, computer or information system",0,0,0,0,7,1,0.0,0
SYN9582,Engaging in trouble outside the campus endangering others,1,1,0,0,3,1,0.57,0
SYN9583,Pushing of prohibited drugs,1,1,0,1,3,1,0.95,1
SYN9584,"Insubordination to authorities, supervisors, and personnel",1,1,0,0,6,1,0.33,0
SYN9585,Wilful and malicious damage of the property of any member,0,0,0,1,4,1,0.3,0
SYN9586,Conviction for a criminal offense by authorities,1,0,1,0,1,1,0.65,0
SYN9587,Shoplifting,1,1,0,0,3,1,0.57,0
SYN9588,Bringing outsiders to school during school functions,0,0,0,0,4,1,0.0,0
SYN9589,Unauthorized enrichment or stealing whether attempted or not,4,1,3,0,6,1,0.89,1
SYN9590,Engaging in trouble outside the campus endangering others,0,0,0,0,4,1,0.0,0
SYN9591,"Grave threat on any student, personnel or administrator",1,1,0,0,4,1,0.46,0
SYN9592,"Shouting, yelling boisterously, jeering, dropping materials",1,1,0,0,6,0,0.33,0
SYN9593,"Vandalism, destruction of school properties",4,1,3,0,5,1,1.0,1
