student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio,next_repeated_violation
S08881,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",6,0,1,0,6,0,0.203,1,0,0.077,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
S08882,Inciting others to violate school regulations or not to attend classes,5,1,0,1,7,1,0.301,0,0,0.077,Lending/borrowing School Id As Pass/for Gate Access
S08883,Unauthorized use of information,3,2,0,0,3,1,0.319,1,2,0.429,"Grave Threat On Any Student, Personnel Or Administrator"
S08884,Conviction for a criminal offense by the administrator's judgment,4,1,1,0,5,1,0.261,1,0,0.1,Students/fellow Students - Physically
S08885,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,1,0,0,0,2,0,0.216,0,0,0.25,"Wearing Of School Uniform/program Uniform Improperly (e.g. Club Shirt, Outing, Internet Places)"
S08886,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",5,4,2,2,7,1,0.69,1,0,0.077,Bringing Dishonor To The Name Of School
S08887,Bringing outsiders to school during school function/activity,4,4,1,0,5,1,0.452,0,0,0.1,Using Another Person's Identity
S08888,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",1,3,0,2,4,1,0.487,0,7,1.333,Pushing Of Prohibited Drugs
S08889,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",5,0,0,0,7,0,0.177,0,0,0.077,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S08890,Recruitment and/or membership in sororities and fraternities,0,2,0,0,1,1,0.173,1,2,1.5,Shoplifting
S08891,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,0,1,0,7,0,0.181,1,0,0.077,Bullying (cyber Or Otherwise) Faculty Members/personnel
S08892,"A student caught lending, borrowing, using another person’s ID/SSP",0,1,3,0,1,0,0.326,0,1,1.0,Engaging In Any Form Of Gambling
S08893,"Stealing property of the school, students, school personnel, and fellow students",7,0,0,0,8,1,0.364,1,0,0.062,Bullying (cyber Or Otherwise) Faculty Members/personnel
S08894,Bringing dishonor to the name of school,3,0,0,1,6,1,0.15,0,6,0.7,Engaging In Any Form Of Gambling
S08895,Bringing outsiders to school during school function/activity,2,1,1,2,5,1,0.493,0,2,0.375,Real Acts Of Threat (major/minor) That Constitute Incompatibility
S08896,Recruitment and/or membership in sororities and fraternities,4,2,0,0,4,1,0.315,0,5,0.667,Inciting Others To Violate School Regulations Or Not To Attend Classes
S08897,Gaining access to the school computer or computer network,2,1,1,2,4,1,0.459,0,0,0.143,"A Student Caught Lending, Borrowing, Using Another Person’s Id/ssp"
S08898,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",4,0,0,0,6,1,0.337,1,0,0.091,Conviction For A Criminal Offense By The Administrator's Judgment
S08899,Students/fellow students - Physically,5,0,1,0,7,1,0.293,1,2,0.231,Engaging In Trouble Outside The Campus Endangering The Name Of School
S08900,"Cheating in examinations, projects, case reports and research papers of others",4,1,2,1,7,1,0.284,1,0,0.083,Recruitment And/or Membership In Sororities And Fraternities
S08901,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,3,0,1,4,1,0.356,0,3,0.5,Gambling/betting In All Forms
S08902,Unexcused tardiness/absence from class,3,0,2,2,5,0,0.246,1,0,0.111,Shoplifting
S08903,"Cheating in examinations, projects, case reports and research papers of others",0,0,0,0,1,1,0.279,0,2,1.5,Wearing Of Accessories Not Part Of The Daily Uniform (e.g. Multiple Pairs Of Earrings For Females)
S08904,Engaging in any form of gambling,7,1,1,1,8,1,0.417,0,0,0.062,Preventing Normal Operation (e.g. Changing The Configuration Or Bios Setup Of Computers)
S08905,"Wearing of ripped/distressed jeans, crop top, sleeveless, backless, off-shoulder, see-through blouses, spaghetti strap, tube top, body cone, mini skirt, open toe shoes",5,0,2,1,6,0,0.165,1,0,0.083,Public Display Of Affection In Any Places Inside The Campus Or In Social Media
S08906,Promoting or participating in immoral/indecent conduct on or off campus,2,3,0,0,3,1,0.447,1,1,0.333,Colored Nail Polish
S08907,Pushing of prohibited drugs,1,1,0,0,2,1,0.364,0,7,2.0,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S08908,Membership in sororities and fraternities,7,2,1,0,7,1,0.619,1,0,0.067,"Unauthorized Enrichment Or Stealing Whether Attempted, Frustrated, Or Consummated"
S08909,"Wearing of scarves, patches, caps",1,1,4,1,4,0,0.28,0,1,0.333,Preventing Normal Operation (e.g. Changing The Configuration Or Bios Setup Of Computers)
S08910,Placing of stickers and other objects on school ID,4,0,2,1,6,0,0.227,1,0,0.091,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S08911,Bullying (Cyber or otherwise) Faculty members/personnel,3,1,2,0,3,1,0.417,0,0,0.143,"Damage, Destruction Of Network, Computer Or Information (e.g., Deleting Someone Else's File)"
S08912,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,0,1,1,4,1,0.162,0,0,0.125,Using Another Person's Identity
S08913,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,2,0,0,5,1,0.419,1,4,0.556,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
S08914,Engaging in any form of gambling,5,1,1,1,8,1,0.363,1,1,0.143,Using Another Person's Identity
S08915,"Engaging outside marriage, obscene and immoral conduct in and off campus",2,1,0,1,3,1,0.231,1,1,0.333,"Not Attending School Function/activities (mass/novena, Program/forum, Seminar/symposium, Ge/sg, Alc)"
S08916,Pushing of prohibited drugs,5,2,1,1,7,1,0.694,1,0,0.077,Indecency In Media
S08917,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",2,3,0,2,4,1,0.497,1,5,0.857,Preventing Normal Operation (e.g. Changing The Configuration Or Bios Setup Of Computers)
S08918,Leaving the classroom without permission during class hour and school activity,0,4,1,0,1,1,0.413,0,4,2.5,Consistent Violation Of School Rules And Regulations
S08919,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",1,1,1,0,2,1,0.329,0,0,0.25,"A Student Caught Lending, Borrowing, Using Another Person’s Id/ssp"
S08920,Organizing of groups for purpose of destroying school properties,5,2,1,0,6,1,0.374,1,0,0.083,Placing Of Stickers And Other Objects On School Id
S08921,Engaging in premarital sex,3,1,0,0,5,1,0.257,0,0,0.111,"Falsification Of Official Documents, Test Papers, Clearances And Confidential"
S08922,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",4,3,0,1,7,1,0.364,0,0,0.083,Forgery
S08923,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",6,0,1,1,9,1,0.323,1,0,0.062,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S08924,Lending/borrowing school ID as pass/for gate access,3,2,1,1,6,1,0.461,0,0,0.1,Engaging In Any Form Of Gambling
S08925,Pushing of prohibited drugs,4,2,0,1,5,1,0.654,0,1,0.2,"Engaging Outside Marriage, Obscene And Immoral Conduct In And Off Campus"
S08926,Verbal or physical altercation between students or group of students,0,2,0,1,1,1,0.442,0,6,3.5,Wilful And Malicious Damage Of The Property Of Any Member Of School Community
S08927,Wilful and malicious damage of the property of any member of school community,3,1,0,0,3,1,0.192,1,2,0.429,Verbal Or Physical Altercation Between Students Or Group Of Students
S08928,Conviction for a criminal offense by the administrator's judgment,3,1,1,0,3,1,0.279,1,6,1.0,Bringing Dishonor To The Name Of School
S08929,Wearing of improper and other colored PE uniforms,3,0,1,1,6,0,0.338,0,1,0.2,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S08930,Engaging in trouble outside the campus endangering the name of school,3,3,1,0,3,1,0.503,1,2,0.429,Promoting Or Participating In Immoral/indecent Conduct On Or Off Campus
S08931,"Wearing of scarves, patches, caps",5,0,1,2,7,0,0.427,0,3,0.308,"Littering The Campus (candy Wrappers, Bottles, Plastic Materials)"
S08932,Unauthorized use of information,4,0,1,1,5,1,0.377,1,5,0.6,Organizing Of Groups For Purpose Of Destroying School Properties
S08933,Unauthorized use of information,3,2,0,1,6,1,0.521,1,3,0.4,"Not Following Prescribed Hair Cut (trendy/punk Haircut, Long Hair And Bearded, Mohawk, Top Knot, Skinhead)"
S08934,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",1,2,0,1,4,1,0.185,1,0,0.167,Placing Of Stickers And Other Objects On School Id
S08935,Indecency in media,2,0,0,0,4,0,0.154,1,2,0.429,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S08936,Using another person's identity,2,1,1,1,4,1,0.317,0,7,1.143,"Wearing Of School Uniform/program Uniform Improperly (e.g. Club Shirt, Outing, Internet Places)"
S08937,Wearing of improper and other colored PE uniforms,5,1,0,0,7,0,0.366,1,0,0.077,Gaining Access To The School Computer Or Computer Network
S08938,Organizing of groups for purpose of destroying school properties,4,1,2,1,5,1,0.232,1,4,0.5,Unexcused Tardiness/absence From Class
S08939,Real acts of threat (major/minor) that constitute incompatibility,6,2,1,1,9,1,0.502,1,0,0.062,Real Acts Of Threat (major/minor) That Constitute Incompatibility
S08940,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),2,0,4,1,4,0,0.408,0,1,0.286,"Grave Threat On Any Student, Personnel Or Administrator"
S08941,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,0,1,0,3,1,0.27,0,6,1.0,Shoplifting
S08942,Bullying (Cyber or otherwise) Faculty members/personnel,4,0,0,0,6,1,0.181,0,0,0.091,Verbal Or Physical Altercation Between Students Or Group Of Students
S08943,Public display of affection in any places inside the campus or in social media,1,1,2,1,2,0,0.244,0,3,1.0,Unauthorized Use Of Information
S08944,Cybersecurity breach (plagiarism),2,3,0,1,3,1,0.463,0,2,0.5,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
S08945,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",6,0,1,0,8,1,0.445,1,0,0.067,"Damage, Destruction Of Network, Computer Or Information (e.g., Deleting Someone Else's File)"
S08946,Using another person's identity,1,2,1,1,2,1,0.263,0,3,1.0,"Purchase, Sale Or Distribution Of Alcoholic Beverages Or Cigarettes"
S08947,"Possession or use of deadly weapons, explosives, prohibited drugs",2,1,1,1,4,1,0.385,0,0,0.143,Jumping Over The Fence
S08948,Bringing outsiders to school during school function/activity,5,1,0,0,5,1,0.407,0,0,0.091,"Wearing Of Heavy Make-up Or Cosmetics (dark Mascara, Eyeliner, Lipsticks, Eye Shadows, Facial Make-up)"
S08949,Consistent violation of school rules and regulations,1,3,0,0,1,1,0.505,0,2,1.0,Circulating Destructive Language And Statement That Is Against The School Through Any Platform
S08950,Consistent violation of school rules and regulations,0,3,0,2,4,1,0.331,0,1,0.4,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S08951,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",2,1,2,0,2,0,0.169,0,1,0.4,Recruitment And/or Membership In Sororities And Fraternities
S08952,Colored dyed color/hair/beard,4,0,0,0,5,0,0.235,1,2,0.3,"Not Following Prescribed Hair Cut (trendy/punk Haircut, Long Hair And Bearded, Mohawk, Top Knot, Skinhead)"
S08953,"Littering the campus (candy wrappers, bottles, plastic materials)",3,0,2,0,3,0,0.392,0,3,0.571,Engaging In Trouble Outside The Campus Endangering The Name Of School
S08954,Gambling/betting in all forms,7,2,0,2,11,1,0.481,1,0,0.053,Circulating Destructive Language And Statement That Is Against The School Through Any Platform
S08955,Bringing dishonor to the name of school,4,2,0,1,5,1,0.354,1,0,0.1,Shoplifting
S08956,Forgery,3,3,0,1,5,1,0.652,1,2,0.333,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises During Class Sessions, Corridors, Guidance And Public Places"
S08957,Colored nail polish,6,0,0,1,9,0,0.099,1,1,0.125,"Damage, Destruction Of Network, Computer Or Information (e.g., Deleting Someone Else's File)"
S08958,"Possession or use of deadly weapons, explosives, prohibited drugs",4,2,0,0,5,1,0.508,0,0,0.1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
S08959,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,5,3,0,0,6,1,0.707,0,4,0.417,Bringing Outsiders To School For Improper Purpose
S08960,"Cheating in examinations, projects, case reports and research papers of others",0,0,1,1,1,1,0.175,0,2,1.5,"Littering The Campus (candy Wrappers, Bottles, Plastic Materials)"
S08961,Lending/borrowing school ID as pass/for gate access,1,1,1,0,1,1,0.1,1,4,1.667,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
S08962,Gaining access to the school computer or computer network,5,1,1,1,6,1,0.268,1,3,0.333,Extortion Or Blackmailing Or Attempt
S08963,"Wearing of scarves, patches, caps",4,0,0,1,7,0,0.241,1,1,0.167,Membership In Sororities And Fraternities
S08964,"Grave threat on any student, personnel or administrator",4,2,0,1,7,1,0.445,0,4,0.417,"Stealing Property Of The School, Students, School Personnel, And Fellow Students"
S08965,Real acts of threat (major/minor) that constitute incompatibility,3,0,1,0,4,1,0.296,1,5,0.75,Providing/financing Parties For Prohibited Drugs
S08966,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",4,2,1,1,6,1,0.417,0,0,0.091,Consistent Violation Of School Rules And Regulations
S08967,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",1,1,4,0,3,0,0.361,0,8,1.8,Students/fellow Students - Physically
S08968,Engaging in premarital sex,4,1,2,1,7,1,0.367,1,0,0.083,Consistent Violation Of School Rules And Regulations
S08969,"Wearing of scarves, patches, caps",3,0,0,1,6,0,0.206,0,0,0.1,Gambling/betting In All Forms
S08970,Lack of respect to faculty/authority,6,3,1,1,9,1,0.486,1,0,0.062,Circulating Destructive Language And Statement That Is Against The School Through Any Platform
S08971,Using another person's identity,5,3,0,2,8,1,0.649,1,2,0.214,Inciting Others To Violate School Regulations Or Not To Attend Classes
S08972,Leaving the classroom without permission during class hour and school activity,6,0,0,0,7,1,0.545,1,0,0.071,Circulating Destructive Language And Statement That Is Against The School Through Any Platform
S08973,Lack of respect to faculty/authority,4,1,1,1,7,1,0.223,1,5,0.5,"Wearing Of Plunging Necklines, Backless, Spaghetti Straps, Indecent Attire"
S08974,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",5,4,2,2,7,1,0.513,0,2,0.231,"Littering The Campus (candy Wrappers, Bottles, Plastic Materials)"
S08975,Shoplifting,5,1,0,0,6,1,0.501,1,4,0.417,"Wearing Of Heavy Make-up Or Cosmetics (dark Mascara, Eyeliner, Lipsticks, Eye Shadows, Facial Make-up)"
S08976,Extortion or blackmailing or attempt,7,2,0,2,11,1,0.489,1,0,0.053,Indecency In Media
S08977,"Purchase, sale or distribution of alcoholic beverages or cigarettes",4,4,1,1,6,1,0.48,0,0,0.091,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
S08978,Lack of respect to faculty/authority,3,0,0,1,6,1,0.263,0,4,0.5,Cybersecurity Breach (plagiarism)
S08979,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,3,1,1,5,1,0.488,1,6,0.778,Engaging In Trouble Outside The Campus Endangering The Name Of School
S08980,Engaging in any form of gambling,6,3,2,0,8,1,0.633,1,0,0.067,Inciting Others To Violate School Regulations Or Not To Attend Classes
S08981,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",3,0,0,1,4,1,0.275,0,1,0.25,Placing Of Stickers And Other Objects On School Id
S08982,"Possession or use of deadly weapons, explosives, prohibited drugs",1,3,1,2,3,1,0.406,0,4,1.0,"Cheating In Examinations, Projects, Case Reports And Research Papers Of Others"
S08983,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,2,4,1,0,4,1,0.454,0,7,1.143,Wearing Of Accessories Not Part Of The Daily Uniform (e.g. Multiple Pairs Of Earrings For Females)
S08984,Engaging in trouble outside the campus endangering the name of school,8,0,0,2,10,1,0.443,1,0,0.053,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S08985,Extortion or blackmailing or attempt,5,0,1,1,7,1,0.31,1,0,0.077,Wearing Of Improper And Other Colored Pe Uniforms
S08986,Pushing of prohibited drugs,0,0,1,0,1,1,0.181,0,8,4.5,Students/fellow Students - Verbally/written
S08987,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",0,2,1,0,1,1,0.513,0,6,3.5,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
S08988,Students/fellow students - Verbally/Written,2,2,0,0,3,1,0.101,0,0,0.167,"Display, Possession Or Distribution Of Pornographic Materials, Downloading And Uploading Of Pornographic Pictures"
S08989,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",2,1,0,0,4,1,0.072,0,0,0.143,Public Display Of Affection In Any Places Inside The Campus Or In Social Media
S08990,Cybersecurity breach (plagiarism),3,3,0,0,3,1,0.423,0,4,0.714,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
S08991,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,1,1,0,1,3,1,0.24,0,2,0.6,Unexcused Tardiness/absence From Class
S08992,Cybersecurity breach (plagiarism),1,3,1,0,1,1,0.492,1,5,2.0,Preventing Normal Operation (e.g. Changing The Configuration Or Bios Setup Of Computers)
S08993,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",8,0,1,1,11,1,0.48,1,0,0.05,"A Student Caught Lending, Borrowing, Using Another Person’s Id/ssp"
S08994,"Wearing of scarves, patches, caps",5,0,2,2,9,0,0.467,0,0,0.067,"Grave Threat On Any Student, Personnel Or Administrator"
S08995,Engaging in trouble outside the campus endangering the name of school,5,1,0,1,8,1,0.441,0,0,0.071,Assault Fellow Students
S08996,Bringing outsiders to school for improper purpose,1,3,0,1,4,1,0.491,0,0,0.167,"Stealing Property Of The School, Students, School Personnel, And Fellow Students"
S08997,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),6,1,1,1,7,0,0.294,1,0,0.071,Lack Of Respect To Faculty/authority
S08998,"Wearing of scarves, patches, caps",5,0,3,2,9,0,0.448,1,0,0.067,"Grave Threat On Any Student, Personnel Or Administrator"
S08999,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",3,2,0,1,4,1,0.422,1,1,0.25,Colored Dyed Color/hair/beard
S09000,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,2,1,0,4,1,0.31,1,0,0.111,Jumping Over The Fence
S09001,"Vandalism, destruction of school properties",7,1,0,2,9,1,0.533,1,0,0.059,"Vandalism, Destruction Of School Properties"
S09002,Providing/financing parties for prohibited drugs,5,2,1,0,5,1,0.48,1,2,0.273,Forgery
S09003,"Vandalism, destruction of school properties",5,2,0,1,6,1,0.325,1,0,0.083,Extortion Or Blackmailing Or Attempt
S09004,Organizing of groups for purpose of destroying school properties,0,0,1,0,1,1,0.1,0,1,1.0,Lending/borrowing School Id As Pass/for Gate Access
S09005,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",0,1,1,0,1,1,0.416,0,2,1.5,"Wearing Of Ripped/distressed Jeans, Crop Top, Sleeveless, Backless, Off-shoulder, See-through Blouses, Spaghetti Strap, Tube Top, Body Cone, Mini Skirt, Open Toe Shoes"
S09006,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",8,0,0,0,9,0,0.254,1,0,0.056,"Introduction Of Improper, Foul Or Indecent Language Or Gesture"
S09007,Circulating destructive language and statement that is against the school through any platform,2,4,0,0,4,1,0.493,0,4,0.714,Wilful Failure To Comply With Promises Or Notices Issued For Purposes Of Investigation In Connection With Conducted Trial Of Offense
S09008,Unauthorized use of information,4,0,2,1,6,1,0.405,1,0,0.091,Circulating Destructive Language And Statement That Is Against The School Through Any Platform
S09009,Real acts of threat (major/minor) that constitute incompatibility,1,1,1,1,2,1,0.213,0,3,1.0,Gambling/betting In All Forms
S09010,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,0,2,1,0,2,1,0.446,0,7,2.667,Cybersecurity Breach (plagiarism)
S09011,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,5,0,3,2,7,0,0.451,1,0,0.077,"Wearing Of Scarves, Patches, Caps"
S09012,Students/fellow students - Physically,3,0,0,0,5,1,0.266,0,6,0.778,Bringing Outsiders To School During School Function/activity
S09013,"Falsification of official documents, test papers, clearances and confidential",0,0,1,1,1,1,0.134,0,9,5.0,Posing Of Bikini Pictures Or Other Videos/body Exposure Pictures Or Indecent Body Pictures
S09014,Bringing outsiders to school during school function/activity,4,1,0,1,5,1,0.556,0,0,0.1,Colored Dyed Color/hair/beard
S09015,Real acts of threat (major/minor) that constitute incompatibility,2,4,0,0,2,1,0.55,0,0,0.2,"Vandalism, Destruction Of School Properties"
S09016,Forgery,6,3,0,0,8,1,0.721,1,0,0.067,"Shouting, Yelling Boisterously, Jeering, Dropping Insults And Other Noises During Class Sessions, Corridors, Guidance And Public Places"
S09017,Assault fellow students,5,2,2,0,6,1,0.533,1,4,0.417,Students/fellow Students - Verbally/written
S09018,"Littering the campus (candy wrappers, bottles, plastic materials)",1,0,2,0,2,0,0.162,0,1,0.5,"Possession Or Use Of Deadly Weapons, Explosives, Prohibited Drugs"
S09019,Circulating destructive language and statement that is against the school through any platform,3,2,0,0,4,1,0.487,0,1,0.25,Pushing Of Prohibited Drugs
S09020,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",7,2,0,0,9,1,0.465,1,0,0.059,Forgery
S09021,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",0,0,2,2,3,0,0.3,0,3,1.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
S09022,Engaging in trouble outside the campus endangering the name of school,8,0,0,1,9,1,0.348,1,0,0.056,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
S09023,Colored dyed color/hair/beard,6,1,3,2,9,0,0.442,1,0,0.062,"Vandalism, Destruction Of School Properties"
S09024,Providing/financing parties for prohibited drugs,0,0,0,2,3,1,0.309,1,6,1.75,Preventing Normal Operation (e.g. Changing The Configuration Or Bios Setup Of Computers)
S09025,Indecency in media,1,0,4,1,4,0,0.298,0,4,0.833,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
S09026,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",2,3,2,1,3,1,0.447,1,1,0.333,Assault Fellow Students
S09027,Consistent violation of school rules and regulations,7,0,1,0,8,1,0.429,0,0,0.062,Indecency In Media
S09028,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,0,0,1,7,0,0.313,1,0,0.083,Wearing Of Accessories Not Part Of The Daily Uniform (e.g. Multiple Pairs Of Earrings For Females)
S09029,"Vandalism, destruction of school properties",3,3,0,1,4,1,0.638,0,5,0.75,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S09030,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,0,1,1,4,1,0.192,1,0,0.125,"Not Attending School Function/activities (mass/novena, Program/forum, Seminar/symposium, Ge/sg, Alc)"
S09031,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),3,0,3,1,5,0,0.269,1,0,0.111,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
S09032,Students/fellow students - Verbally/Written,7,2,1,0,7,1,0.569,1,0,0.067,Posting Below Or Circulating Destructive Language Or Signs In The Internet Or Through Multimedia
S09033,Wearing of improper and other colored PE uniforms,3,0,0,1,6,0,0.024,1,0,0.1,"Cheating In Examinations, Projects, Case Reports And Research Papers Of Others"
S09034,"Wearing of scarves, patches, caps",3,0,0,1,5,0,0.211,1,0,0.111,"Gross Acts Of Disobedience, Disrespect In Words And In Deeds Which Tend To Put The School Or Any Member Of The Administration, Faculty, Staff And Maintenance Or Students In Ridicule Or Contempt"
S09035,Bringing outsiders to school during school function/activity,2,3,1,1,4,1,0.23,1,0,0.143,Using Another Person's Identity
S09036,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",1,0,1,2,3,0,0.321,0,5,1.2,Bringing Outsiders To School During School Function/activity
S09037,Pushing of prohibited drugs,0,0,0,0,1,1,0.076,0,7,4.0,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S09038,"Vandalism, destruction of school properties",3,2,0,0,3,1,0.556,0,0,0.143,Shoplifting
S09039,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",3,0,1,0,5,0,0.048,0,0,0.111,"Smoking, Vaping Or Possession Of Cigarettes, Drinking Hard Drinks Or Liquor In And Outside The School Campus"
S09040,Posting below or circulating destructive language or signs in the internet or through multimedia,0,3,1,0,2,1,0.622,0,9,3.333,Colored Dyed Color/hair/beard
S09041,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",1,4,0,0,2,1,0.468,1,0,0.25,Indecency In Media
S09042,Engaging in any form of gambling,5,4,2,0,6,1,0.544,0,0,0.083,Engaging In Any Form Of Gambling
S09043,Shoplifting,5,3,1,0,7,1,0.71,0,0,0.077,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
S09044,Circulating destructive language and statement that is against the school through any platform,5,3,2,0,7,1,0.49,1,0,0.077,"Grave Threat On Any Student, Personnel Or Administrator"
S09045,Colored nail polish,5,1,1,0,6,0,0.126,0,0,0.083,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
S09046,Using another person's identity,4,1,2,0,4,1,0.498,1,5,0.667,Colored Nail Polish
S09047,Engaging in premarital sex,0,2,1,0,2,1,0.424,0,3,1.333,Conviction For A Criminal Offense By The Administrator's Judgment
S09048,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",4,0,0,0,6,0,0.149,1,0,0.091,Wearing And Using Of Electronic Headset And/or Audio/electronic Gadgets And Tools During Class Without Teacher's Permission
S09049,Pushing of prohibited drugs,3,2,0,0,5,1,0.259,0,5,0.667,"Stealing Property Of The School, Students, School Personnel, And Fellow Students"
S09050,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),8,1,1,2,11,0,0.394,1,0,0.05,"Insubordination To Authorities, Supervisors, And Personnel, Faculty Members Verbally, In Writing, Physically And Slander/oral Defamation"
